document_id,ticker,company_name,title,source_name,publish_date,url,text_length,alias_hits,strong_alias_hits,medium_alias_hits,weak_alias_hits,relevance_status,relevance_reason,include_flag,exclude_reason,confidence_tier,main_model_include_flag,broad_include_flag,strict_company_focus_flag,high_confidence_include_flag,needs_manual_review,review_reason,shared_article_flag,multi_company_article_flag,raw_article_hash,raw_row_key,filter_mode,filter_version,original_file,original_file_hash
NEWS_CANDIDATE_044236_11b6492f,FFB,FarmFresh,"United Malacca 2Q net profit surges to RM55.37mil on higher CPO, FFB output",The Star,2025-12-18,https://www.thestar.com.my/business/business-news/2025/12/18/united-malacca-2q-net-profit-surges-to-rm5537mil-on-higher-cpo-ffb-output,1504,FFB,,,FFB,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,af89947eeee08d3cfa47785df4826c3926b79f36afb91dac8e80065adb19a65d,"New_news_FFB_FFB_news_csv:{""row_number"": 7}:b3ac83f47a6e",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_044248_c7d79509,FFB,FarmFresh,Hap Seng Plantations to benefit from higher FFB,The Star,2025-11-14,https://www.thestar.com.my/business/business-news/2025/11/14/hap-seng-plantations-to-benefit-from-higher-ffb,1570,FFB,,,FFB,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,35248d876a29e7a81e4a83cebaad23c4d3e8275148d8c8477d1cb19caa16901a,"New_news_FFB_FFB_news_csv:{""row_number"": 19}:81618da8ce61",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_044262_3da636fc,FFB,FarmFresh,Negeri Sembilan lifts nearly 30% of poor households out of poverty,The Star,2025-08-28,https://www.thestar.com.my/news/nation/2025/08/28/negeri-sembilan-lifts-nearly-30-of-poor-households-out-of-poverty,2199,Farm Fresh Berhad|Farm Fresh,Farm Fresh Berhad|Farm Fresh,,,low_confidence_company_news,"Target-company alias appears, but company-specific relevance is weak.",Manual,,low,No,Yes,No,No,Yes,weak_company_specific_context,1,0,f419979dbaffbe1354af199334871feef305755333088528697611a0c55205c9,"New_news_FFB_FFB_news_csv:{""row_number"": 33}:f4259e7fdb9d",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_044278_ac1553c1,FFB,FarmFresh,"‘Form Six, not a last resort’",The Star,2025-07-06,https://www.thestar.com.my/news/education/2025/07/06/form-six-not-a-last-resort,5349,Farm Fresh Berhad|Farm Fresh,Farm Fresh Berhad|Farm Fresh,,,low_confidence_company_news,"Target-company alias appears, but company-specific relevance is weak.",Manual,,low,No,Yes,No,No,Yes,weak_company_specific_context,1,0,e04a937393f43e08eae88041323b302ef60ba06c9ff5b67e3403f3288a536538,"New_news_FFB_FFB_news_csv:{""row_number"": 49}:e76a0ddfe571",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_044282_046b3037,FFB,FarmFresh,Kim Loong hopes for better FFB production in FY26,The Star,2025-06-26,https://www.thestar.com.my/business/business-news/2025/06/26/kim-loong-hopes-for-better-ffb-production-in-fy26,1044,FFB,,,FFB,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,0d58245aa55ed802c467d3cfb81facea332d6e5e8318acdbf58f0c74ec7967c2,"New_news_FFB_FFB_news_csv:{""row_number"": 53}:57ca576b8dd2",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_044291_93e9ea1a,FFB,FarmFresh,"FGV's 1Q earnings bolstered by higher FFB yields, price",The Star,2025-05-28,https://www.thestar.com.my/business/business-news/2025/05/28/fgv039s-1q-earnings-bolstered-by-higher-ffb-yields-price,3716,FFB,,,FFB,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,f5a1b06fc94f0db9e2f44708da32fa8d66856508a07ee39d19cafcabd2aafd61,"New_news_FFB_FFB_news_csv:{""row_number"": 62}:43149521e172",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_044300_70861348,FFB,FarmFresh,KLK’s FY25 FFB output growth assumption lowered,The Star,2025-04-04,https://www.thestar.com.my/business/business-news/2025/04/04/klksfy25-ffb-output-growth-assumption-lowered,2137,FFB,,,FFB,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,d688c8af84fec9151ee8b3e3546c2ae167ab8d3637079a89b10e95be4c876dd0,"New_news_FFB_FFB_news_csv:{""row_number"": 71}:601995b7a5a4",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_044304_54f3fa69,FFB,FarmFresh,Kim Loong poised for growth with higher FFB output,The Star,2025-03-28,https://www.thestar.com.my/business/business-news/2025/03/28/kim-loong-poised-for-growth-with-higher-ffb-output,2152,FFB,,,FFB,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,f9932ee4df2f0664ac28537bde9913345671d2e817aba390054a66d68cc7f6fa,"New_news_FFB_FFB_news_csv:{""row_number"": 75}:51587a945ef2",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_044305_df8e9c10,FFB,FarmFresh,Kim Loong aims to increase FFB production,The Star,2025-03-27,https://www.thestar.com.my/business/business-news/2025/03/27/kim-loong-aims-to-increase-ffb-production,935,FFB,,,FFB,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,22d970eaba62ce650c420d614037a95b7dc40691c90fd84eb82d031336e71c3d,"New_news_FFB_FFB_news_csv:{""row_number"": 76}:252ddd906f99",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_044306_c9f18567,FFB,FarmFresh,Kim Loong targets up to 10% increase in FFB production for FY26,The Star,2025-03-26,https://www.thestar.com.my/business/business-news/2025/03/26/kim-loong-targets-up-to-10-increase-in-ffb-production-for-fy26,1120,FFB,,,FFB,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,cbdcb198fcb924758b872dcb4514c5eefce4ad41a438c7bdc69a40d0a8bea9d4,"New_news_FFB_FFB_news_csv:{""row_number"": 77}:02147cb7bb8e",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_044309_c2b46592,FFB,FarmFresh,"FFB growth, land expansion to drive KLK earnings",The Star,2025-03-20,https://www.thestar.com.my/business/business-news/2025/03/20/ffb-growth-land-expansion-to-drive-klk-earnings,3267,FFB,,,FFB,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,46ea840f612933289b8283a62d2b3c0a33db801fdf9360e8ddb3f1e4768a1944,"New_news_FFB_FFB_news_csv:{""row_number"": 80}:0751262027fe",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_044328_b3a85799,FFB,FarmFresh,Kim Loong Resources expects lower FFB production for FY25,The Star,2024-12-27,https://www.thestar.com.my/business/business-news/2024/12/27/kim-loong-resources-expects-lower-ffb-production-for-fy25,1337,FFB,,,FFB,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,4626fe9717ab0857f1d1e038f1fcdf985c7daff6efda7ca85771e8e5b270496e,"New_news_FFB_FFB_news_csv:{""row_number"": 99}:fcc987a9256f",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_044349_ce3b11ed,FFB,FarmFresh,Kim Loong targets earnings growth on higher FFB production,The Star,2024-09-18,https://www.thestar.com.my/business/business-news/2024/09/18/kim-loong-targets-earnings-growth-on-higher-ffb-production,2628,FFB,,,FFB,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,b694e4cbcfe9d840e66e81aac2e2409fd51bfb4394aa85f3c40f75e8e387e4a5,"New_news_FFB_FFB_news_csv:{""row_number"": 120}:626fd2e515ea",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_044366_5a85f9e7,FFB,FarmFresh,Kim Loong aiming for higher FFB production,The Star,2024-06-28,https://www.thestar.com.my/business/business-news/2024/06/28/kim-loong-aiming-for-higher-ffb-production,894,FFB,,,FFB,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,41e6cad1b29b88a34b44abd2ca3693e771c87648bd8ea2ea749c8f8a5037c7c8,"New_news_FFB_FFB_news_csv:{""row_number"": 137}:3bf60dda4c82",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_044367_14711a68,FFB,FarmFresh,United Malacca expects spike in FFB production,The Star,2024-06-28,https://www.thestar.com.my/business/business-news/2024/06/28/united-malacca-expects-spike-in-ffb-production,1349,FFB,,,FFB,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,3a37ab2404dc10c5356c2239e5b6af60495a898d74c43695b2cba4272b1d4191,"New_news_FFB_FFB_news_csv:{""row_number"": 138}:707ed7c6926a",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_044368_9d37f4cb,FFB,FarmFresh,"Kim Loong targets 5% FFB production increase, plans 1,000 hectares replanting",The Star,2024-06-27,https://www.thestar.com.my/business/business-news/2024/06/27/kim-loong-targets-5-ffb-production-increase-plans-1000-hectares-replanting,1501,FFB,,,FFB,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,18223f8f6c9b96967cfa2fb0d3990a7e720a2134d9706119d4f8b0f0e9d99d31,"New_news_FFB_FFB_news_csv:{""row_number"": 139}:95c7f106cc1b",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_044375_e2c7b2fd,FFB,FarmFresh,Stronger 2H likely for KLK on robust FFB output,The Star,2024-05-23,https://www.thestar.com.my/business/business-news/2024/05/23/stronger-2h-likely-for-klk-on-robust-ffb-output,4248,FFB,,,FFB,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,ae325e5dda104a02dcfbd9e4383b571ec172873fedd322c431aee814bac349a6,"New_news_FFB_FFB_news_csv:{""row_number"": 146}:5bf0bf17e20a",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_044383_9143a471,FFB,FarmFresh,Kim Loong targets 5% growth in FFB output,The Star,2024-03-27,https://www.thestar.com.my/business/business-news/2024/03/27/kim-loong-targets-5-growth-in-ffb-output,1525,FFB,,,FFB,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,8a52bbc230d3ac56289c29c68420a26e8c8df6b8e8bcfdd4a9dd60fcdcb4b1c0,"New_news_FFB_FFB_news_csv:{""row_number"": 154}:31b49def39e4",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_044386_633da1cf,FFB,FarmFresh,Johari: Palm oil industry players need to increase FFB yields,The Star,2024-03-14,https://www.thestar.com.my/business/business-news/2024/03/14/johari-palm-oil-industry-players-need-to-increase-ffb-yields,1439,FFB,,,FFB,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,0,0,2da6e2a2d58712d519fde01b6647a0fba136918b82a2d4e9643bdf8961e2fe7c,"New_news_FFB_FFB_news_csv:{""row_number"": 157}:7c91ce13fe41",manual_preserve,manual_preserve_v1,New_news/FFB/FFB_news.csv,3b1438da63b59562389e6dc91e200a750645acbb8934b7e0a0ecf1b3b63bd2ec
NEWS_CANDIDATE_050370_afa0e112,HEIM,Heineken,"Tipsy-Turvy Quick Shots: Scotch for a cause, cognac craft, peachy beer",The Star,2024-10-30,https://www.thestar.com.my/lifestyle/living/tipsy-turvy/2024/10/30/tipsy-turvy-quick-shots-scotch-for-a-cause-cognac-craft-peachy-beer,3976,Heineken|Heineken Malaysia Berhad|Heineken Malaysia,Heineken|Heineken Malaysia Berhad|Heineken Malaysia,,,low_confidence_company_news,"Target-company alias appears, but company-specific relevance is weak.",Manual,,low,No,Yes,No,No,Yes,weak_company_specific_context,0,0,3ad6f4d03436401fa07ae6b479e1afe85ba6e694842a5d0843f6c97510c5cfaa,"New_news_HEIM_HEIM_news_csv:{""row_number"": 240}:d2f00b0e2a4d",manual_preserve,manual_preserve_v1,New_news/HEIM/HEIM_news.csv,247e95521f79a6c947c7c3cd40597ce8ac8a4d71ef9ad136d9b9abb400f6269c
NEWS_CANDIDATE_050385_04946e70,HEIM,Heineken,"Tipsy-Turvy Quick Shots: Beer champs, highballs, and swift nights",The Star,2024-09-26,https://www.thestar.com.my/lifestyle/living/tipsy-turvy/2024/09/26/tipsy-turvy-quick-shots-beer-champs-highballs-and-swift-nights,5111,Heineken|Heineken Malaysia Berhad|Heineken Malaysia,Heineken|Heineken Malaysia Berhad|Heineken Malaysia,,,low_confidence_company_news,"CSR, sponsorship, metro, lifestyle, or event story with target-company participation but limited firm-level information.",Manual,,low,No,No,No,No,Yes,csr_sponsorship_lifestyle_review,1,0,fa17f8691f96aa8cbf32e753eb7364e92be21cd7c45612695b5a3ef82b2271c5,"New_news_HEIM_HEIM_news_csv:{""row_number"": 255}:c6ae1a83a372",manual_preserve,manual_preserve_v1,New_news/HEIM/HEIM_news.csv,247e95521f79a6c947c7c3cd40597ce8ac8a4d71ef9ad136d9b9abb400f6269c
NEWS_CANDIDATE_050535_35173e78,KAWAN,Kawan Food,"Growth in data centres, energy demand to lift Kawan Renergy",The Star,2025-12-31,https://www.thestar.com.my/business/business-news/2025/12/31/growth-in-data-centres-energy-demand-to-lift-kawan-renergy,2406,KAWAN,,,KAWAN,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,2823a88949218c97cb3cd0a099278fd7587f3b6aae1118133685bb87bf99975c,"New_news_KAWAN_KAWAN_news_csv:{""row_number"": 1}:b114efbdea64",manual_preserve,manual_preserve_v1,New_news/KAWAN/KAWAN_news.csv,7dc0ddda81f7e0e7b35a0791e25479e7c03c4059f2a35afaa3b7d28c76904b49
NEWS_CANDIDATE_050547_8f5c2b78,KAWAN,Kawan Food,Batu Kawan records higher FY25 net profit of RM467.75mil,The Star,2025-11-26,https://www.thestar.com.my/business/business-news/2025/11/26/batu-kawan-records-higher-fy25-net-profit-of-rm46775mil,1764,KAWAN,,,KAWAN,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,5fc2eea221214232e1be8926e899437dc753a76874add137b607e288df802fd8,"New_news_KAWAN_KAWAN_news_csv:{""row_number"": 13}:d969ae4f64c2",manual_preserve,manual_preserve_v1,New_news/KAWAN/KAWAN_news.csv,7dc0ddda81f7e0e7b35a0791e25479e7c03c4059f2a35afaa3b7d28c76904b49
NEWS_CANDIDATE_050560_bff404d7,KAWAN,Kawan Food,Kawan Renergy wins contract in Port Klang,The Star,2025-10-24,https://www.thestar.com.my/business/business-news/2025/10/24/kawan-renergy-wins-contract-in-port-klang,873,KAWAN,,,KAWAN,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,e5e178fa40a96ac06dd7852db8ed5f061b8519f872515ed2e3758624fd2341bf,"New_news_KAWAN_KAWAN_news_csv:{""row_number"": 26}:72b21bc7a1c5",manual_preserve,manual_preserve_v1,New_news/KAWAN/KAWAN_news.csv,7dc0ddda81f7e0e7b35a0791e25479e7c03c4059f2a35afaa3b7d28c76904b49
NEWS_CANDIDATE_050562_56bd7a75,KAWAN,Kawan Food,Kawan Renergy unit secures RM12.75mil contract in Port Klang,The Star,2025-10-23,https://www.thestar.com.my/business/business-news/2025/10/23/kawan-renergy-unit-secures-rm1275mil-contract-in-port-klang,543,KAWAN,,,KAWAN,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,4541ca5a82e678cc4230f90cbee002be1e99e36b2a294acccf241d643356910d,"New_news_KAWAN_KAWAN_news_csv:{""row_number"": 28}:413f0504cc9e",manual_preserve,manual_preserve_v1,New_news/KAWAN/KAWAN_news.csv,7dc0ddda81f7e0e7b35a0791e25479e7c03c4059f2a35afaa3b7d28c76904b49
NEWS_CANDIDATE_050608_9ba6d4bf,KAWAN,Kawan Food,Kawan Renergy in RM39mil contract win,The Star,2025-07-17,https://www.thestar.com.my/business/business-news/2025/07/17/kawan-renergy-in-rm39mil-contract-win,861,KAWAN,,,KAWAN,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,d262a06f7c297e9217f0622a8f0847c14689cbb40f69064e639b95ca5548fccc,"New_news_KAWAN_KAWAN_news_csv:{""row_number"": 74}:2e52c61c3a5f",manual_preserve,manual_preserve_v1,New_news/KAWAN/KAWAN_news.csv,7dc0ddda81f7e0e7b35a0791e25479e7c03c4059f2a35afaa3b7d28c76904b49
NEWS_CANDIDATE_050609_51ee8f65,KAWAN,Kawan Food,Kawan Renergy bags RM38.81mil EPCC contract in Port Klang,The Star,2025-07-16,https://www.thestar.com.my/business/business-news/2025/07/16/kawan-renergy-bags-rm3881mil-epcc-contract-in-port-klang,701,KAWAN,,,KAWAN,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,0,0,13e3c1cc58c89abab89e4245ebd20c62f95682d61c7ead81a864074a78130d3e,"New_news_KAWAN_KAWAN_news_csv:{""row_number"": 75}:4263b2a34f1b",manual_preserve,manual_preserve_v1,New_news/KAWAN/KAWAN_news.csv,7dc0ddda81f7e0e7b35a0791e25479e7c03c4059f2a35afaa3b7d28c76904b49
NEWS_CANDIDATE_050612_1bb7ad00,KAWAN,Kawan Food,Landmark market for Batu Kawan ready in 2027,The Star,2025-07-07,https://www.thestar.com.my/metro/metro-news/2025/07/07/landmark-market-for-batu-kawan-ready-in-2027,2657,KAWAN,,,KAWAN,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,0,0,c09509e4a053a7b6c4cec82aad0deae842d35e83205436f6ad079ae0aa0d9d1c,"New_news_KAWAN_KAWAN_news_csv:{""row_number"": 78}:50006b04d78b",manual_preserve,manual_preserve_v1,New_news/KAWAN/KAWAN_news.csv,7dc0ddda81f7e0e7b35a0791e25479e7c03c4059f2a35afaa3b7d28c76904b49
NEWS_CANDIDATE_050634_a89b28fd,KAWAN,Kawan Food,Malaysia’s halal product exports up 15% to RM62bil last year,The Star,2025-05-02,https://www.thestar.com.my/business/business-news/2025/05/02/malaysias-halal-product-exports-up-15-to-rm62bil-last-year,1702,Kawan Food|KAWAN,Kawan Food,,KAWAN,low_confidence_company_news,"Target-company alias appears, but company-specific relevance is weak.",Manual,,low,No,Yes,No,No,Yes,weak_company_specific_context,1,0,92be1ce1ee1ce68b889b1e2226c666b76f64bbe087c6120752b564f52f19f56f,"New_news_KAWAN_KAWAN_news_csv:{""row_number"": 100}:3351f55cbe16",manual_preserve,manual_preserve_v1,New_news/KAWAN/KAWAN_news.csv,7dc0ddda81f7e0e7b35a0791e25479e7c03c4059f2a35afaa3b7d28c76904b49
NEWS_CANDIDATE_050637_d8fd85a0,KAWAN,Kawan Food,Malaysia’s halal product exports up 15% to RM61.79bil in 2024,The Star,2025-05-01,https://www.thestar.com.my/business/business-news/2025/05/01/malaysias-halal-product-exports-up-15-to-rm6179bil-in-2024,3723,Kawan Food|KAWAN,Kawan Food,,KAWAN,low_confidence_company_news,"Target-company alias appears, but company-specific relevance is weak.",Manual,,low,No,Yes,No,No,Yes,weak_company_specific_context,1,1,93db4ae48e42d92d32c24be3e6c7b4ec0a3b498465d09d8d0a333ff4daa5e413,"New_news_KAWAN_KAWAN_news_csv:{""row_number"": 103}:360d95356f43",manual_preserve,manual_preserve_v1,New_news/KAWAN/KAWAN_news.csv,7dc0ddda81f7e0e7b35a0791e25479e7c03c4059f2a35afaa3b7d28c76904b49
NEWS_CANDIDATE_050674_88814fb3,KAWAN,Kawan Food,Kawan Renergy reports record earnings for FY24,The Star,2024-12-20,https://www.thestar.com.my/business/business-news/2024/12/20/kawan-renergy-reports-record-earnings-for-fy24,1382,KAWAN,,,KAWAN,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,f30a5c1ab11778c50472eb7a9f774493a176b87038aea94dcb22320784564849,"New_news_KAWAN_KAWAN_news_csv:{""row_number"": 140}:1fcf2fcc2800",manual_preserve,manual_preserve_v1,New_news/KAWAN/KAWAN_news.csv,7dc0ddda81f7e0e7b35a0791e25479e7c03c4059f2a35afaa3b7d28c76904b49
NEWS_CANDIDATE_050702_ea476430,KAWAN,Kawan Food,Lim Hun Soon is chairman of Kawan Food,The Star,2024-10-17,https://www.thestar.com.my/business/business-news/2024/10/17/lim-hun-soon-is-chairman-of-kawan-food,703,Kawan Food|KAWAN,Kawan Food,,KAWAN,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,Yes,Yes,No,Yes,ticker_only_title_context,1,0,2536298274d6a4a99c32dd129826defdac760a539a685af2531478af25d04a3d,"New_news_KAWAN_KAWAN_news_csv:{""row_number"": 168}:8f28c0784898",manual_preserve,manual_preserve_v1,New_news/KAWAN/KAWAN_news.csv,7dc0ddda81f7e0e7b35a0791e25479e7c03c4059f2a35afaa3b7d28c76904b49
NEWS_CANDIDATE_050713_b18e3eb7,KAWAN,Kawan Food,RM60mil market earmarked for Batu Kawan,The Star,2024-09-25,https://www.thestar.com.my/metro/metro-news/2024/09/25/rm60mil-market-earmarked-for-batu-kawan,1741,KAWAN,,,KAWAN,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,0,0,6c1f80cd745ebc1a5ba8c4f3b2a5144ced05e3f411278ebee5b65a83193cd33b,"New_news_KAWAN_KAWAN_news_csv:{""row_number"": 179}:641e413a1d9d",manual_preserve,manual_preserve_v1,New_news/KAWAN/KAWAN_news.csv,7dc0ddda81f7e0e7b35a0791e25479e7c03c4059f2a35afaa3b7d28c76904b49
NEWS_CANDIDATE_050726_834712f8,KAWAN,Kawan Food,Kawan Renergy bags RM58mil contract,The Star,2024-08-08,https://www.thestar.com.my/business/business-news/2024/08/08/kawan-renergy-bags-rm58mil-contract,731,KAWAN,,,KAWAN,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,0dfda375e756a5bb9d357959051b5903a8588fdbc7c6ef2db468e4d1ea2ee7ea,"New_news_KAWAN_KAWAN_news_csv:{""row_number"": 192}:97d4f202829b",manual_preserve,manual_preserve_v1,New_news/KAWAN/KAWAN_news.csv,7dc0ddda81f7e0e7b35a0791e25479e7c03c4059f2a35afaa3b7d28c76904b49
NEWS_CANDIDATE_050727_e6599d8d,KAWAN,Kawan Food,Kawan Renergy bags RM58mil power plant subcontract,The Star,2024-08-07,https://www.thestar.com.my/business/business-news/2024/08/07/kawan-renergy-bags-rm58mil-power-plant-subcontract,1292,KAWAN,,,KAWAN,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,0,0,834e0794b9877ceefb9630cd428e5ed9ef93e7c24d603f524d3835106acb4143,"New_news_KAWAN_KAWAN_news_csv:{""row_number"": 193}:27d2cfdaf8bf",manual_preserve,manual_preserve_v1,New_news/KAWAN/KAWAN_news.csv,7dc0ddda81f7e0e7b35a0791e25479e7c03c4059f2a35afaa3b7d28c76904b49
NEWS_CANDIDATE_050741_a1054e16,KAWAN,Kawan Food,Kawan Renergy targets RM100mil revenue this year,The Star,2024-05-30,https://www.thestar.com.my/business/business-news/2024/05/30/kawan-renergy-targets-rm100mil-revenue-this-year,2263,KAWAN,,,KAWAN,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,082a4681d8bb6d08294a345c4328bee23369fbdb604a608fe8a4f6712ca6b111,"New_news_KAWAN_KAWAN_news_csv:{""row_number"": 207}:ed463da3d36a",manual_preserve,manual_preserve_v1,New_news/KAWAN/KAWAN_news.csv,7dc0ddda81f7e0e7b35a0791e25479e7c03c4059f2a35afaa3b7d28c76904b49
NEWS_CANDIDATE_050742_d62386f3,KAWAN,Kawan Food,Kawan Renergy leaps 50% on ACE Market debut,The Star,2024-05-29,https://www.thestar.com.my/business/business-news/2024/05/29/kawan-renergy-leaps-50-on-ace-market-debut,1858,KAWAN,,,KAWAN,low_confidence_company_news,Ticker-only weak alias appears in title with business or F&B context.,Manual,,low,No,No,No,No,Yes,ticker_only_title_context,1,0,b7d418aa6b4bc6dac8a059cc34c27574c4da3eb8cc9cff539b8339c3220800c8,"New_news_KAWAN_KAWAN_news_csv:{""row_number"": 208}:c596f8b60b43",manual_preserve,manual_preserve_v1,New_news/KAWAN/KAWAN_news.csv,7dc0ddda81f7e0e7b35a0791e25479e7c03c4059f2a35afaa3b7d28c76904b49
