document_id,stock_code,ticker,year,parts,auditor_tokens,auditor_firm,big4,auditor_method,total_assets_rm000,ta_page,ta_line,profit_rm000,loss_flag,pl_page,pl_line,unit,notes
MDA_5187_HBGLOB_2023,5187,HBGLOB,2023,5187_HBGLOB_2023_AnnualReport_part1_official.txt,UHY,UHY,0,auditors_label_p3,222336,86,"Total assets 222,336 270,308 79,766 81,300",-45840,1,88,"Income tax expense 25 - - Loss for the year (45,840) (167,698)",RMB'000,
MDA_5187_HBGLOB_2024,5187,HBGLOB,2024,5187_HBGLOB_2024_AnnualReport_part1_official.txt,UHY,UHY,0,auditors_label_p3,215231,85,"Total assets 215,231 222,336 80,096 79,766",-3612,1,87,"Income tax expense 24 - - Loss for the year (3,612) (45,840)",RMB'000,
MDA_5188_CNOUHUA_2020,5188,CNOUHUA,2020,5188_CNOUHUA_2020_AnnualReport_part1_official.txt|5188_CNOUHUA_2020_AnnualReport_part2_official.txt,UHY,UHY,0,auditors_label_p48,196000,,,-15940,1,,,RMB'000,ta_external_web;profit_external_web
MDA_5188_CNOUHUA_2021,5188,CNOUHUA,2021,5188_CNOUHUA_2021_AnnualReport_part1_official.txt|5188_CNOUHUA_2021_AnnualReport_part2_official.txt,UHY,UHY,0,auditors_label_p54,194790,,,-4080,1,,,RMB'000,ta_external_web;profit_external_web
MDA_5188_CNOUHUA_2022,5188,CNOUHUA,2022,5188_CNOUHUA_2022_AnnualReport_part1_official.txt|5188_CNOUHUA_2022_AnnualReport_part2_official.txt,UHY,UHY,0,auditors_label_p54,168530,,,-24690,1,,,RMB'000,ta_external_web;profit_external_web
MDA_5188_CNOUHUA_2023,5188,CNOUHUA,2023,5188_CNOUHUA_2023_AnnualReport_part1_official.txt|5188_CNOUHUA_2023_AnnualReport_part2_official.txt,UHY,UHY,0,auditors_label_p59,163060,,,-7070,1,,,RMB'000,ta_external_web;profit_external_web
MDA_5188_CNOUHUA_2024,5188,CNOUHUA,2024,5188_CNOUHUA_2024_AnnualReport_part1_official.txt|5188_CNOUHUA_2024_AnnualReport_part2_official.txt,UHY,UHY,0,appointment_p4,111240,,,-46670,1,,,RMB'000,ta_external_web;profit_external_web
MDA_5202_MSM_2020,5202,MSM,2020,5202_MSM_2020_AnnualReport_part1_official.txt,PwC,PwC,1,audit_window_p134,2770280,137,"Total assets		 2,770,280 2,980,766 2,430,889 2,527,276",-71228,1,139,"At 1 January 2020 718,255 (1,039,632) 1,733,939 1,835 (4,968) 248,102 1,657,531 Loss for the financial year - - - - - (71,228) (71,228)",RM'000,
MDA_5202_MSM_2021,5202,MSM,2021,5202_MSM_2021_AnnualReport_part1_official.txt|5202_MSM_2021_AnnualReport_part2_official.txt|5202_MSM_2021_AnnualReport_part3_official.txt|5202_MSM_2021_AnnualReport_part4_official.txt,PwC,PwC,1,auditors_label_p24,2870839,42,"Total Assets 2,870,839 2,770,280 2,980,766 3,655,342 3,404,782",-178712,1,,"FILLED from next-year comparative: At 1 January 2022 718,255 (1,039,632) 1,733,939 1,442 (3,667) 302,227 1,712,564 Loss for the financial year - - - - - (178,712) (178,712)",RM'000,profit_from_next_year_comparative
MDA_5202_MSM_2022,5202,MSM,2022,5202_MSM_2022_AnnualReport_part1_official.txt|5202_MSM_2022_AnnualReport_part2_official.txt,PwC,PwC,1,audit_window_p146,2811793,149,"Total assets 2,811,793 2,870,839 2,473,685 2,475,976",-178712,1,151,"At 1 January 2022 718,255 (1,039,632) 1,733,939 1,442 (3,667) 302,227 1,712,564 Loss for the financial year - - - - - (178,712) (178,712)",RM'000,
MDA_5202_MSM_2023,5202,MSM,2023,5202_MSM_2023_AnnualReport_part1_official.txt|5202_MSM_2023_AnnualReport_part2_official.txt|5202_MSM_2023_AnnualReport_part3_official.txt,PwC,PwC,1,audit_window_p167,2890753,169,"Total assets 2,890,753 2,81",-49884,1,168,"Taxation 14 (20,871) 827 (1,117) (759) (Loss)/Profit for the financial year (49,884) (178,712) 84,311 100,270",RM'000,
MDA_5202_MSM_2024,5202,MSM,2024,5202_MSM_2024_AnnualReport_part1_official.txt|5202_MSM_2024_AnnualReport_part2_official.txt,PwC,PwC,1,audit_window_p192,3186514,194,"Total assets 3,186,514 2,890,753 2,193,427 2,473,707",31254,0,193,"17) Profit/(Loss) for the financial year 31,254 (49,884) (175,722) 84,31",RM'000,
MDA_5306_FFB_2022,5306,FFB,2022,5306_FFB_2022_AnnualReport_part1_official.txt|5306_FFB_2022_AnnualReport_part2_official.txt,KPMG,KPMG,1,audit_window_p136,1010014392,137,"Total assets 1,010,014,392 622,258,290 724,805,467 330,038,798",78565346,0,138,"Total tax credit/(expense) 22 12,880,987 (34,760,839) (1,871,310) (2,343,000) Profit for the year 23 78,565,346 32,827,770 29,448,909 40,778,637",RM,
MDA_5306_FFB_2023,5306,FFB,2023,5306_FFB_2023_AnnualReport_part1_official.txt|5306_FFB_2023_AnnualReport_part2_official.txt|5306_FFB_2023_AnnualReport_part3_official.txt,KPMG,KPMG,1,audit_window_p256,1062635894,258,"Total assets 1,062,635,894 ",49934,0,,"FILLED from next-year comparative: Tax expense 23 (5,784) (2,240) (2,311) (1,093) Profit for the year 24 63,281 49,934 25,149 24,960",RM,profit_from_next_year_comparative
MDA_5306_FFB_2024,5306,FFB,2024,5306_FFB_2024_AnnualReport_part1_official.txt|5306_FFB_2024_AnnualReport_part2_official.txt|5306_FFB_2024_AnnualReport_part3_official.txt|5306_FFB_2024_AnnualReport_part4_official.txt,KPMG,KPMG,1,audit_window_p194,1279601,195,"Total assets 1,279,601 1,062,636 931,505 788,824",63281,0,196,"Tax expense 23 (5,784) (2,240) (2,311) (1,093) Profit for the year 24 63,281 49,934 25,149 24,960",RM'000,
MDA_5533_OCB_2020,5533,OCB,2020,5533_OCB_2020_AnnualReport_part1_official.txt,Grant Thornton,Grant Thornton,0,audit_window_p57,276770,58,"Total assets		 276,770 276,506 141,195 140,063",2584,0,117,"(2,372) (1,234) Net profit/(loss) for the financial year			 2,584 (26,619)",RM'000,
MDA_5533_OCB_2021,5533,OCB,2021,5533_OCB_2021_AnnualReport_part1_official.txt,Grant Thornton,Grant Thornton,0,audit_window_p63,302595,64,"Total assets		 302,595 276,770 148,078 141,195",-14296,1,125,"(398) (2,372) Net (loss)/profit for the financial year			 (14,296) 2,584",RM'000,
MDA_5533_OCB_2022,5533,OCB,2022,5533_OCB_2022_AnnualReport_part1_official.txt,Grant Thornton,Grant Thornton,0,audit_window_p66,301341,67,"Total assets		 301,341 302,595 149,654 148,078",-3768,1,124,"(1,766) (398) Net loss for the financial year		 (3,768) (14,296)",RM'000,
MDA_5533_OCB_2023,5533,OCB,2023,5533_OCB_2023_AnnualReport_part1_official.txt,Grant Thornton,Grant Thornton,0,audit_window_p72,313035,73,"Total assets		 313,035 301,341 149,251 149,654",8519,0,115,"Tax expense			 (4,162) (1,766) Net profit/(loss) for the financial year			 8,519 (3,768)",RM'000,
MDA_5533_OCB_2024,5533,OCB,2024,5533_OCB_2024_AnnualReport_part1_official.txt,Grant Thornton,Grant Thornton,0,audit_window_p74,299950,75,"Total assets		 299,950 313,035 142,521 149,251",8841,0,125,"(7,623) (4,163) Net profit for the financial year			 8,841 13,312",RM'000,
MDA_6203_KHEESAN_2021,6203,KHEESAN,2021,6203_KHEESAN_2021_AnnualReport_part1_official.txt,Kreston,Kreston,0,audit_window_p52,74911530,53,"Total Assets 74,911,530 138,523,355 4,569,126 4,362,344",-58325818,1,54,"Tax credit 26 6,008,207 178,067 5,943 - Loss for the year/period 27 (58,325,818) (152,800,849) (322,624) (105,234,513)",RM,
MDA_6203_KHEESAN_2022,6203,KHEESAN,2022,6203_KHEESAN_2022_AnnualReport_part1_official.txt,Kreston,Kreston,0,audit_window_p48,70814096,49,"Total Assets 70,814,096 74,911,530 3,777,950 4,569,126",-13735839,1,53,"At 1 July 2020 109,789,517 (17,443,699) 31,248,769 (134,479,192) (10,884,605) Loss for the year - - - (58,325,818) (58,325,818)",RM,profit_manual_verified
MDA_6203_KHEESAN_2023,6203,KHEESAN,2023,6203_KHEESAN_2023_AnnualReport_part1_official.txt,Kreston,Kreston,0,audit_window_p126,70631964,128,"Total Assets 70,631,964 70,814,096 4,163,315 3,777,950",-2539923,1,134,"Issuance of shares 12 2,402,400 - 2,402,400 Total comprehensive loss for the financial year - (2,539,923) (2,539,923)",RM,
MDA_6203_KHEESAN_2024,6203,KHEESAN,2024,6203_KHEESAN_2024_AnnualReport_part1_official.txt,Kreston,Kreston,0,audit_window_p58,71898278,,,1725976,0,62,"Total comprehensive income for the financial year - - - 1,725,976 1,725,976",RM,ta_manual_verified
MDA_6432_APOLLO_2020,6432,APOLLO,2020,6432_APOLLO_2020_AnnualReport_part1_official.txt,BDO,BDO,0,audit_window_p63,263306167,115,"Total assets for reportable segments 263,306,167 265,512,306",19942393,0,115,"Profit for the financial year Total profit or loss for reportable segments 19,942,393 23,606,938",RM,
MDA_6432_APOLLO_2021,6432,APOLLO,2021,6432_APOLLO_2021_AnnualReport_part1_official.txt,BDO,BDO,0,audit_window_p65,260523349,117,"Total assets for reportable segments 260,523,349 263,306,167",23282051,0,117,"Profit for the financial year Total profit or loss for reportable segments 23,282,051 19,942,393",RM,
MDA_6432_APOLLO_2022,6432,APOLLO,2022,6432_APOLLO_2022_AnnualReport_part1_official.txt,BDO,BDO,0,audit_window_p64,242474359,117,"Total assets for reportable segments 242,474,359 260,523,349",13329537,0,117,"Profit for the financial year Total profit or loss for reportable segments 13,329,537 23,282,051",RM,
MDA_6432_APOLLO_2023,6432,APOLLO,2023,6432_APOLLO_2023_AnnualReport_part1_official.txt,BDO,BDO,0,audit_window_p63,254969399,116,"Total assets for reportable segments 254,969,399 242,474,359",39881068,0,115,"Profit for the financial year Total profit or loss for reportable segments 39,881,068 13,329,537",RM,
MDA_6432_APOLLO_2024,6432,APOLLO,2024,6432_APOLLO_2024_AnnualReport_part1_official.txt,KPMG,KPMG,1,auditors_label_p12,246352791,66,"Total assets 246,352,791 255,964,518 92,709,286 119,566,981",54127436,0,61,"RM Profit for the year 54,127,436 41,067,673",RM,
MDA_7035_CCK_2020,7035,CCK,2020,7035_CCK_2020_AnnualReport_part1_official.txt|7035_CCK_2020_AnnualReport_part2_official.txt,Crowe,Crowe,0,audit_window_p44,425900162,45,"TOTAL ASSETS		 425,900,162 402,601,706 211,719,276 222,720,658",1016524,0,49,"Total comprehensive income for the 									 financial year		 - - 1,016,524 33,198,083 34,214,607 34,942 34,249,549",RM,
MDA_7035_CCK_2021,7035,CCK,2021,7035_CCK_2021_AnnualReport_part1_official.txt|7035_CCK_2021_AnnualReport_part2_official.txt,Crowe,Crowe,0,audit_window_p46,435095812,47,"TOTAL ASSETS		 435,095,812 425,900,162 202,012,625 211,719,276",-1200827,1,51,"Total comprehensive income for the 									 financial year		 - - (1,200,827) 37,452,101 36,251,274 - 36,251,274",RM,
MDA_7035_CCK_2022,7035,CCK,2022,7035_CCK_2022_AnnualReport_part1_official.txt|7035_CCK_2022_AnnualReport_part2_official.txt,Crowe,Crowe,0,audit_window_p46,505343877,47,"TOTAL ASSETS		 505,343,877 435,095,812 211,805,753 202,012,625",16623000,0,78,"Revenue			 473,592,000 409,196,000 			 Profit for the financial year		 16,623,000 20,343,000",RM,
MDA_7035_CCK_2023,7035,CCK,2023,7035_CCK_2023_AnnualReport_part1_official.txt|7035_CCK_2023_AnnualReport_part2_official.txt,Crowe,Crowe,0,audit_window_p58,576246077,59,"TOTAL ASSETS		 576,246,077 505,343,877 209,289,578 211,805,753",17570000,0,79,"Revenue			 334,488,000 473,592,000 			 Profit for the financial year			 17,570,000 16,623,000",RM,
MDA_7035_CCK_2024,7035,CCK,2024,7035_CCK_2024_AnnualReport_part1_official.txt|7035_CCK_2024_AnnualReport_part2_official.txt,Crowe,Crowe,0,audit_window_p63,767961003,64,"TOTAL ASSETS		 767,961,003 576,246,077 362,541,303 209,289,578",52239787,0,83,"Revenue			 200,743,519 - 				 Profit for the financial year			 52,239,787 -",RM,
MDA_7103_SPRITZER_2020,7103,SPRITZER,2020,7103_SPRITZER_2020_AnnualReport_part1_official.txt|7103_SPRITZER_2020_AnnualReport_part2_official.txt,Deloitte,Deloitte,1,audit_window_p98,516549,101,"Total assets 516,549 498,900 239,635 236,880",35660,0,138,"2020 2019 Profit for the year attributable to owners of the Company (RM'000) 35,660 31,249",RM'000,
MDA_7103_SPRITZER_2021,7103,SPRITZER,2021,7103_SPRITZER_2021_AnnualReport_part1_official.txt,Deloitte,Deloitte,1,audit_window_p77,557947,80,"Total assets 557,947 516,549 243,761 239,635",24239,0,116,"2021 2020 Profit for the year attributable to owners of the Company (RM'000) 24,239 35,660",RM'000,
MDA_7103_SPRITZER_2022,7103,SPRITZER,2022,7103_SPRITZER_2022_AnnualReport_part1_official.txt,Deloitte,Deloitte,1,audit_window_p73,600954,76,"Total assets 600,954 557,947 245,866 243,761",36965,0,113,"2022 2021 Profit for the year attributable to owners of the Company (RM'000) 36,965 24,239",RM'000,
MDA_7103_SPRITZER_2023,7103,SPRITZER,2023,7103_SPRITZER_2023_AnnualReport_part1_official.txt,Deloitte,Deloitte,1,audit_window_p97,687910,100,"Total assets 687,910 600,954 244,240 245,866",49486,0,127,"2022 Profit for the year attributable to owners of the Company (RM'000) 49,486 36,965",RM'000,
MDA_7103_SPRITZER_2024,7103,SPRITZER,2024,7103_SPRITZER_2024_AnnualReport_part1_official.txt,Deloitte,Deloitte,1,audit_window_p106,772116,109,"Total assets 772,116 687,910 249,804 244,240",71111,0,138,"2024 2023 Profit for the year attributable to owners of the Company (RM'000) 71,111 49,486",RM'000,
MDA_7107_OFI_2020,7107,OFI,2020,7107_OFI_2020_AnnualReport_part1_official.txt,Crowe,Crowe,0,audit_window_p63,248785020,65,"Total assets				 248,785,020 256,897,553 126,884,984 125,569,771",9698825,0,64,"Total comprehensive income								 for the financial year 9,698,825 13,873,407 4,446,792 3,505,194",RM,
MDA_7107_OFI_2021,7107,OFI,2021,7107_OFI_2021_AnnualReport_part1_official.txt,Crowe,Crowe,0,audit_window_p68,266790768,70,"Total assets				 266,790,768 248,785,020 126,702,567 126,884,984",18800841,0,69,"Total comprehensive income								 for the financial year 18,800,841 9,698,825 4,433,130 4,446,792",RM,
MDA_7107_OFI_2022,7107,OFI,2022,7107_OFI_2022_AnnualReport_part1_official.txt,Crowe,Crowe,0,audit_window_p66,282212551,68,"Total assets 			 282,212,551 266,790,768 127,983,825 126,702,567",18363125,0,67,"Total comprehensive income					 for the financial year 18,363,125 18,800,841 6,793,024 4,433,130",RM,
MDA_7107_OFI_2023,7107,OFI,2023,7107_OFI_2023_AnnualReport_part1_official.txt,Crowe,Crowe,0,audit_window_p68,288125271,70,"Total assets				 288,125,271 282,212,551 125,583,032 127,983,825",19255757,0,69,"Total comprehensive income								 for the financial year 19,255,757 18,363,125 8,855,593 6,793,024",RM,
MDA_7167_ABLEGLOB_2020,7167,ABLEGLOB,2020,7167_ABLEGLOB_2020_AnnualReport_part1_official.txt|7167_ABLEGLOB_2020_AnnualReport_part2_official.txt,Crowe,Crowe,0,audit_window_p54,470370328,55,"TOTAL ASSETS		 470,370,328 453,476,423 190,619,989 184,389,912",39489984,0,59,"Balance at 1.1.2020		 176,815,544 - 256,511 163,288,577 340,360,632 1,106,300 341,466,932 Profit after tax for the financial year		 - - - 39,489,984 39,489,984 ",RM,
MDA_7167_ABLEGLOB_2021,7167,ABLEGLOB,2021,7167_ABLEGLOB_2021_AnnualReport_part1_official.txt,Crowe,Crowe,0,audit_window_p55,531404899,56,"TOTAL ASSETS		 531,404,899 470,370,328 185,521,160 190,619,989",36911517,0,60,"Balance at 1.1.2021		 176,815,544 (4,248,812) (1,365,452) 184,856,482 356,057,762 1,454,358 357,512,120 Profit after tax for the financial year		 - - - 36,911,5",RM,
MDA_7167_ABLEGLOB_2022,7167,ABLEGLOB,2022,7167_ABLEGLOB_2022_AnnualReport_part1_official.txt,Crowe,Crowe,0,audit_window_p55,720612887,56,"TOTAL ASSETS		 720,612,887 531,404,899 179,862,256 185,521,160",33385382,0,60,"Balance at 1.1.2022		 176,815,544 (4,248,812) (1,232,426) 208,235,280 379,569,586 1,220,957 380,790,543 Profit after tax for the financial year		 - - - 33,385,3",RM,
MDA_7167_ABLEGLOB_2023,7167,ABLEGLOB,2023,7167_ABLEGLOB_2023_AnnualReport_part1_official.txt,Crowe,Crowe,0,audit_window_p64,802572208,65,"TOTAL ASSETS		802,572,208 720,612,887 190,101,783 179,862,256",51857196,0,69,"Balance at 1.1.2023		176,815,544 (4,248,812) 1,007,817 227,790,764 401,365,313 1,443,602 402,808,915 Profit after tax for the financial year		 - - - 51,857,196 ",RM,
MDA_7167_ABLEGLOB_2024,7167,ABLEGLOB,2024,7167_ABLEGLOB_2024_AnnualReport_part1_official.txt|7167_ABLEGLOB_2024_AnnualReport_part2_official.txt,Crowe,Crowe,0,audit_window_p66,832997272,67,"TOTAL ASSETS 832,997,272 802,572,208 218,515,273 190,101,783",-5048884,1,71,"Total comprehensive income  for the financial year - - (5,048,884) 68,988,051 63,939,167 1,007,342 64,946,509",RM,
MDA_7216_KAWAN_2020,7216,KAWAN,2020,7216_KAWAN_2020_AnnualReport_part1_official.txt|7216_KAWAN_2020_AnnualReport_part2_official.txt,RSM,RSM,0,audit_window_p162,416646794,89,"TOTAL ASSETS 416,646,794 383,081,740 190,376,185 188,629,386",12189784,0,93,"Balance as at 1.1.2019 179,759,880 8,830,490 - 132,874,373 321,464,743 - 321,464,743 Profit for the financial year - - - 12,189,784 12,189,784 (176,067) 12,013,",RM,
MDA_7216_KAWAN_2021,7216,KAWAN,2021,7216_KAWAN_2021_AnnualReport_part1_official.txt,RSM,RSM,0,audit_window_p188,434957167,113,"TOTAL ASSETS 434,957,167 416,646,794 202,278,645 190,376,185",28017858,0,117,"Balance as at 1.1.2020 179,759,880 8,079,680 - 136,076,162 323,915,722 1,023,933 324,939,655 Profit for the financial year   - - - 28,017,858 28,017,858 (365,33",RM,
MDA_7216_KAWAN_2022,7216,KAWAN,2022,7216_KAWAN_2022_AnnualReport_part1_official.txt|7216_KAWAN_2022_AnnualReport_part2_official.txt|7216_KAWAN_2022_AnnualReport_part3_official.txt|7216_KAWAN_2022_AnnualReport_part4_official.txt,RSM,RSM,0,audit_window_p177,460810382,106,"TOTAL ASSETS 460,810,382 434,957,167 209,507,995 202,278,645",35842450,0,108,"TOTAL COMPREHENSIVE INCOME FOR THE FINANCIAL YEAR 35,842,450 33,640,467 14,834,778 21,945,818",RM,
MDA_7216_KAWAN_2023,7216,KAWAN,2023,7216_KAWAN_2023_AnnualReport_part1_official.txt|7216_KAWAN_2023_AnnualReport_part2_official.txt|7216_KAWAN_2023_AnnualReport_part3_official.txt,RSM,RSM,0,audit_window_p192,460756709,107,"TOTAL ASSETS 460,756,709 460,810,382 206,584,109 209,507,995",30028103,0,110,"TOTAL COMPREHENSIVE INCOME FOR THE FINANCIAL YEAR 30,028,103 35,842,450 17,180,532 14,834,778",RM,
MDA_7216_KAWAN_2024,7216,KAWAN,2024,7216_KAWAN_2024_AnnualReport_part1_official.txt|7216_KAWAN_2024_AnnualReport_part2_official.txt|7216_KAWAN_2024_AnnualReport_part3_official.txt,RSM,RSM,0,audit_window_p177,457487666,101,"TOTAL ASSETS 457,487,666 460,756,709 201,450,909 206,584,109",30943045,0,104,"TOTAL COMPREHENSIVE INCOME FOR THE FINANCIAL YEAR 30,943,045 30,028,103 40,874,262 17,180,532",RM,
MDA_7237_PWROOT_2020,7237,PWROOT,2020,7237_PWROOT_2020_AnnualReport_part1_official.txt,KPMG,KPMG,1,audit_window_p159,376572806,81,"Total assets		 376,572,806 332,154,538 276,891,179 236,455,961",51745703,0,83,"Non-controlling interests 290,861 123,002 - - Profit for the year 51,745,703 28,126,957 50,227,125 32,180,763",RM,
MDA_7237_PWROOT_2021,7237,PWROOT,2021,7237_PWROOT_2021_AnnualReport_part1_official.txt,KPMG,KPMG,1,audit_window_p143,348725659,69,"Total assets 348,725,659 376,572,806 274,849,976 276,891,179",28339429,0,71,"Non-controlling interests (64,838) 290,861 -- -- Profit for the year 28,339,429 51,745,703 22,119,780 50,227,125",RM,
MDA_7237_PWROOT_2022,7237,PWROOT,2022,7237_PWROOT_2022_AnnualReport_part1_official.txt,KPMG,KPMG,1,audit_window_p167,386382480,86,"Total assets		386,382,480 348,725,659 309,703,632 274,849,976",26318677,0,88,"Non-controlling interests		 118,221 (64,838) - - Profit for the year		26,318,677 28,339,429 61,082,978 22,119,780",RM,
MDA_7237_PWROOT_2023,7237,PWROOT,2023,7237_PWROOT_2023_AnnualReport_part1_official.txt,KPMG,KPMG,1,audit_window_p165,438153273,90,"Total assets		438,153,273 386,382,480 339,155,364 309,703,632",59450679,0,92,"Non-controlling interests		692,464 118,221 - - Profit for the year		59,450,679 26,318,677 60,827,387 61,082,978",RM,
MDA_7237_PWROOT_2024,7237,PWROOT,2024,7237_PWROOT_2024_AnnualReport_part1_official.txt,KPMG,KPMG,1,audit_window_p164,505509512,111,"Total assets 505,509,512 438,153,273 356,066,333 339,155,364",42307929,0,113,"- Profit for the year 42,307,929 59,450,679 7,768,545 60,827,387",RM,
MDA_7243_MAGMA_2020,7243,MAGMA,2020,7243_MAGMA_2020_AnnualReport_part1_official.txt,Moore,Moore,0,audit_window_p75,194724118,77,"TOTAL ASSETS 194,724,118 166,870,900 198,371,281 21,174,109",-1350374,1,79,"At 1 January 2018 49,536,848 12,239,389 (29,324,837) 32,451,400 Loss for the financial year - - (1,350,374) (1,350,374)",RM,
MDA_7243_MAGMA_2021,7243,MAGMA,2021,7243_MAGMA_2021_AnnualReport_part1_official.txt,Moore,Moore,0,audit_window_p70,203929235,151,"Total assets 203,929,235 194,724,118",-7971930,1,127,"Revenue 33,620,559 62,936,144 Loss for the financial year/period (7,971,930) (1,291,119)",RM,
MDA_7243_MAGMA_2022,7243,MAGMA,2022,7243_MAGMA_2022_AnnualReport_part1_official.txt,Moore,Moore,0,audit_window_p70,221815440,143,"Total assets 221,815,440 203,929,235",-37729,1,,"FILLED from next-year comparative: Profit/(loss) for the financial year/period, representing total comprehensive income for the financial year/period 1,026,311 (37,729)",RM,profit_from_next_year_comparative
MDA_7243_MAGMA_2023,7243,MAGMA,2023,7243_MAGMA_2023_AnnualReport_part1_official.txt,Moore,Moore,0,audit_window_p78,245212560,138,"Total assets 245,212,560 221,815,440",1026311,0,114,"Profit/(loss) for the financial year/period, representing total comprehensive income for the financial year/period 1,026,311 (37,729)",RM,
MDA_7243_MAGMA_2024,7243,MAGMA,2024,7243_MAGMA_2024_AnnualReport_part1_official.txt|7243_MAGMA_2024_AnnualReport_part2_official.txt,Moore,Moore,0,audit_window_p105,248756724,169,"Total assets 248,756,724 245,212,560",4184367,0,144,"Profit for the financial year, representing total comprehensive income for the financial year 4,184,367 1,026,312",RM,
MDA_8303_LOTUS_2020,8303,LOTUS,2020,8303_LOTUS_2020_AnnualReport_part1_official.txt,Grant Thornton,Grant Thornton,0,audit_window_p242,80155983,246,"TOTAL ASSETS 80,155,983 36,338,283",9926836,0,251,"Tax expense 23 (133,516) - (133,516) - Profit/(Loss) for the financial year 9,926,836 (3,962,643) 9,936,674 (4,014,350)",RM,
MDA_8303_LOTUS_2021,8303,LOTUS,2021,8303_LOTUS_2021_AnnualReport_part1_official.txt,Grant Thornton,Grant Thornton,0,audit_window_p56,86921579,57,"TOTAL ASSETS		 86,921,579 80,155,983 86,967,934 80,167,032",2661144,0,59,"Tax expense 21 (170,000) (133,516) (170,000) (133,516) Profit for the financial year		 2,661,144 9,926,836 2,709,100 9,936,674",RM,
MDA_8303_LOTUS_2022,8303,LOTUS,2022,8303_LOTUS_2022_AnnualReport_part1_official.txt|8303_LOTUS_2022_AnnualReport_part2_official.txt,Grant Thornton,Grant Thornton,0,audit_window_p60,88396844,61,"TOTAL ASSETS		 88,396,844 86,921,579 86,149,793 86,967,934",2661144,0,64,"Balance at 1 October 2020		 59,064,731 15,000,000 8,719,341 (27,018,927) 55,765,145 Total comprehensive income for the financial year		 - - - 2,661,144 2,661,14",RM,
MDA_8303_LOTUS_2023,8303,LOTUS,2023,8303_LOTUS_2023_AnnualReport_part1_official.txt,TGS TW,TGS TW,0,audit_window_p60,100567579,61,"Total assets		 100,567,579 96,026,382 88,746,763 86,149,793",2661893,0,63,"year/Total comprehensive   income for the financial year		2,661,893 2,990,246 2,052,700 2,498,138",RM,
MDA_8303_LOTUS_2024,8303,LOTUS,2024,8303_LOTUS_2024_AnnualReport_part1_official.txt|8303_LOTUS_2024_AnnualReport_part2_official.txt,TGS TW,TGS TW,0,audit_window_p79,102274008,80,"Total assets		102,274,008 100,567,579 89,738,540 88,746,763",2661893,0,83,"representing total comprehensive   income for the financial year		 - - 2,661,893 2,661,893",RM,
MDA_8478_HWATAI_2020,8478,HWATAI,2020,8478_HWATAI_2020_AnnualReport_part1_official.txt,Baker Tilly,Baker Tilly,0,audit_window_p116,63500743,40,"TOTAL ASSETS		 63,500,743 58,837,268 62,628,994 59,072,823",1094341,0,41,"Income tax (expense)/credit 21 (15,181) 253,979 (15,181) 255,147 Profit/(loss) for the financial year		 1,094,341 (2,218,227) 90,307 (2,067,048)",RM,
MDA_8478_HWATAI_2021,8478,HWATAI,2021,8478_HWATAI_2021_AnnualReport_part1_official.txt|8478_HWATAI_2021_AnnualReport_part2_official.txt,Baker Tilly,Baker Tilly,0,audit_window_p121,66981076,41,"TOTAL ASSETS 66,981,076 63,500,743 65,283,928 62,628,994",-1912513,1,42,"Income tax credit/(expense) 20 38,124 (15,181) 38,124 (15,181) (Loss)/Profit for the financial year (1,912,513) 1,094,341 (2,818,406) 90,307",RM,
MDA_8478_HWATAI_2022,8478,HWATAI,2022,8478_HWATAI_2022_AnnualReport_part1_official.txt,Baker Tilly,Baker Tilly,0,audit_window_p118,72218622,40,"TOTAL ASSETS		 72,218,622 66,981,076 67,592,500 65,283,928",-5833995,1,41,"Tax expense 19 30,000 38,124 30,000 38,124 Loss for the financial year		 (5,833,995) (1,912,513) (5,740,964) (2,818,406)",RM,
MDA_8478_HWATAI_2023,8478,HWATAI,2023,8478_HWATAI_2023_AnnualReport_part1_official.txt,Baker Tilly,Baker Tilly,0,audit_window_p123,96846986,57,"TOTAL ASSETS		96,846,986 72,218,622 79,516,091 67,592,500",-7103021,1,59,"Tax (expense)/credit 21 (443) 30,000 - 30,000 Loss for the financial year		 (7,103,021) (5,833,995) (6,270,908) (5,740,964)",RM,
MDA_8478_HWATAI_2024,8478,HWATAI,2024,8478_HWATAI_2024_AnnualReport_part1_official.txt,Baker Tilly,Baker Tilly,0,audit_window_p116,104895719,52,"TOTAL ASSETS		 104,895,719 96,846,986 83,555,950 79,516,091",1294038,0,54,"Profit/(loss) for the  financial year		 1,294,038 (7,103,021) 1,041,973 (6,270,908)",RM,
MDA_9946_ETA_2020,9946,ETA,2020,9946_ETA_2020_AnnualReport_part1_official.txt,Moore,Moore,0,audit_window_p60,182702852,62,"Total assets		 182,702,852 177,824,424 69,127,751 72,814,240",-9465290,1,61,"total comprehensive income for the year		 (9,465,290) (13,297,252) (3,648,302) (1,461,446)",RM,
MDA_9946_ETA_2021,9946,ETA,2021,9946_ETA_2021_AnnualReport_part1_official.txt,Moore,Moore,0,audit_window_p62,195519140,64,"TOTAL ASSETS		 195,519,140 182,702,852 104,566,336 69,127,751",2602577,0,63,"representing total comprehensive   income for the year		 2,602,577 (9,465,290) 10,622,378 (3,648,302)",RM,
