pdf_file,txt_file,status,pages,chars
8303_LOTUS_2022_AnnualReport_part2_official.pdf,8303_LOTUS_2022_AnnualReport_part2_official.txt,ok,137,457304
8303_LOTUS_2023_AnnualReport_part1_official.pdf,8303_LOTUS_2023_AnnualReport_part1_official.txt,ok,137,439926
8303_LOTUS_2024_AnnualReport_part1_official.pdf,8303_LOTUS_2024_AnnualReport_part1_official.txt,ok,19,42113
8303_LOTUS_2024_AnnualReport_part2_official.pdf,8303_LOTUS_2024_AnnualReport_part2_official.txt,ok,125,379089
8478_HWATAI_2020_AnnualReport_part1_official.pdf,8478_HWATAI_2020_AnnualReport_part1_official.txt,ok,123,404805
8478_HWATAI_2021_AnnualReport_part1_official.pdf,8478_HWATAI_2021_AnnualReport_part1_official.txt,ok,48,148397
8478_HWATAI_2021_AnnualReport_part2_official.pdf,8478_HWATAI_2021_AnnualReport_part2_official.txt,ok,82,265346
8478_HWATAI_2022_AnnualReport_part1_official.pdf,8478_HWATAI_2022_AnnualReport_part1_official.txt,ok,125,412016
8478_HWATAI_2023_AnnualReport_part1_official.pdf,8478_HWATAI_2023_AnnualReport_part1_official.txt,ok,131,423935
8478_HWATAI_2024_AnnualReport_part1_official.pdf,8478_HWATAI_2024_AnnualReport_part1_official.txt,ok,125,381990
9946_ETA_2020_AnnualReport_part1_official.pdf,9946_ETA_2020_AnnualReport_part1_official.txt,ok,135,400003
9946_ETA_2021_AnnualReport_part1_official.pdf,9946_ETA_2021_AnnualReport_part1_official.txt,ok,136,440180
9946_ETA_2022_AnnualReport_part1_official.pdf,9946_ETA_2022_AnnualReport_part1_official.txt,ok,132,468135
9946_ETA_2023_AnnualReport_part1_official.pdf,9946_ETA_2023_AnnualReport_part1_official.txt,ok,154,525986
9946_ETA_2024_AnnualReport_part1_official.pdf,9946_ETA_2024_AnnualReport_part1_official.txt,ok,166,589889
