document_id,ticker,company_name,title,source_name,publish_date,url,text_length,alias_hits,strong_alias_hits,medium_alias_hits,weak_alias_hits,relevance_status,relevance_reason,include_flag,exclude_reason,confidence_tier,main_model_include_flag,broad_include_flag,strict_company_focus_flag,high_confidence_include_flag,needs_manual_review,review_reason,shared_article_flag,multi_company_article_flag,raw_article_hash,raw_row_key,filter_mode,filter_version,original_file,original_file_hash
NEWS_CANDIDATE_069912_f8b4e0e8,OFI,Oriental Food Industries Holdings Berhad,Lack of refinement in sugar policy,The Star,2024-03-21,https://www.thestar.com.my/news/nation/2024/03/21/lack-of-refinement-in-sugar-policy,3041,,,,,wrong_company,"Another target company's strong alias appears, but the row ticker's target alias does not.",No,wrong_company,none,No,No,No,No,Yes,wrong_company,1,0,ff7cd654a12ead2358c9b7329726f31b33d66c9d9b72ccb92c353ef418919de2,"New_news_OFI_OFI_news_csv:{""row_number"": 11023}:ad79ad39a0e6",manual_preserve,manual_preserve_v1,New_news/OFI/OFI_news.csv,c266423998389ceb59ce49715045f90b1d181f07327dbdac876a7fc9df14e53c
NEWS_CANDIDATE_069916_53908db0,OFI,Oriental Food Industries Holdings Berhad,Govt acknowledges providing incentives to sugar producer after stopping sugar subsidies,The Star,2024-03-20,https://www.thestar.com.my/news/nation/2024/03/20/govt-acknowledges-providing-incentives-to-sugar-producer-after-stopping-sugar-subsidies,3198,,,,,wrong_company,"Another target company's strong alias appears, but the row ticker's target alias does not.",No,wrong_company,none,No,No,No,No,Yes,wrong_company,1,0,504df7a5b2585decafa0f2b3453db806eb9ddc5d10961997c0d2d5ba95d12611,"New_news_OFI_OFI_news_csv:{""row_number"": 11027}:abb83b33f82a",manual_preserve,manual_preserve_v1,New_news/OFI/OFI_news.csv,c266423998389ceb59ce49715045f90b1d181f07327dbdac876a7fc9df14e53c
NEWS_CANDIDATE_069960_8004525d,OFI,Oriental Food Industries Holdings Berhad,"Profit-taking in the market, KLCI down 8.68 points",The Star,2024-03-19,https://www.thestar.com.my/business/business-news/2024/03/19/profit-taking-in-the-market-klci-down-868-points,1133,,,,,wrong_company,"Another target company's strong alias appears, but the row ticker's target alias does not.",No,wrong_company,none,No,No,No,No,Yes,wrong_company,1,0,a4bca0a3e6ebdc168c56a23bc6ceb6ff272e0bd92f70dc411d2720852466fa20,"New_news_OFI_OFI_news_csv:{""row_number"": 11071}:cf2ab151b5d5",manual_preserve,manual_preserve_v1,New_news/OFI/OFI_news.csv,c266423998389ceb59ce49715045f90b1d181f07327dbdac876a7fc9df14e53c
NEWS_CANDIDATE_069976_d09a3afb,OFI,Oriental Food Industries Holdings Berhad,Bursa Malaysia extends losses to close lower,The Star,2024-03-20,https://www.thestar.com.my/business/business-news/2024/03/20/bursa-malaysia-extends-losses-to-close-lower,1454,,,,,wrong_company,"Another target company's strong alias appears, but the row ticker's target alias does not.",No,wrong_company,none,No,No,No,No,Yes,wrong_company,1,0,949ab3fcb2c1f6aad667b2b57ec95d21a72ae3acc9f071a90043c02b02a565c8,"New_news_OFI_OFI_news_csv:{""row_number"": 11087}:d8f1d6c919e8",manual_preserve,manual_preserve_v1,New_news/OFI/OFI_news.csv,c266423998389ceb59ce49715045f90b1d181f07327dbdac876a7fc9df14e53c
NEWS_CANDIDATE_070055_fe00885d,OFI,Oriental Food Industries Holdings Berhad,"FOSTERING, EMPOWERING COMMUNITIES",The Star,2024-03-14,https://www.thestar.com.my/news/nation/2024/03/14/fostering-empowering-communities,8774,,,,,wrong_company,"Another target company's strong alias appears, but the row ticker's target alias does not.",No,wrong_company,none,No,No,No,No,Yes,wrong_company,1,0,07d03b514727313d54ab53c71fed15f5d979c7c825225869f60b195a906e0411,"New_news_OFI_OFI_news_csv:{""row_number"": 11166}:788f9ddb74cf",manual_preserve,manual_preserve_v1,New_news/OFI/OFI_news.csv,c266423998389ceb59ce49715045f90b1d181f07327dbdac876a7fc9df14e53c
NEWS_CANDIDATE_070185_d75678ed,OFI,Oriental Food Industries Holdings Berhad,"PPB to spend RM419mil on flour, feed milling unit",The Star,2024-03-07,https://www.thestar.com.my/business/business-news/2024/03/07/ppb-to-spend-rm419mil-on-flour-feed-milling-unit,2803,,,,,wrong_company,"Another target company's strong alias appears, but the row ticker's target alias does not.",No,wrong_company,none,No,No,No,No,Yes,wrong_company,1,0,c49181a0c6577075e56df193a81b2bc68b82cc4be3059d03a1068f45af6cf6c6,"New_news_OFI_OFI_news_csv:{""row_number"": 11296}:83ba3fed073c",manual_preserve,manual_preserve_v1,New_news/OFI/OFI_news.csv,c266423998389ceb59ce49715045f90b1d181f07327dbdac876a7fc9df14e53c
NEWS_CANDIDATE_070203_1b47a4c4,OFI,Oriental Food Industries Holdings Berhad,FBM KLCI dips on lack of buying impetus,The Star,2024-03-06,https://www.thestar.com.my/business/business-news/2024/03/06/fbm-klci-dips-on-lack-of-buying-impetus,2711,,,,,wrong_company,"Another target company's strong alias appears, but the row ticker's target alias does not.",No,wrong_company,none,No,No,No,No,Yes,wrong_company,1,0,106ff145ce38a8e8d9fe6aeb83270d25d051d2072e1e6e3ad27ad99e412a158a,"New_news_OFI_OFI_news_csv:{""row_number"": 11314}:c2f47f48965b",manual_preserve,manual_preserve_v1,New_news/OFI/OFI_news.csv,c266423998389ceb59ce49715045f90b1d181f07327dbdac876a7fc9df14e53c
NEWS_CANDIDATE_070221_7c0c675d,OFI,Oriental Food Industries Holdings Berhad,Bursa Malaysia lower on absence of fresh leads,The Star,2024-03-06,https://www.thestar.com.my/business/business-news/2024/03/06/bursa-malaysia-lower-on-absence-of-fresh-leads,2064,,,,,wrong_company,"Another target company's strong alias appears, but the row ticker's target alias does not.",No,wrong_company,none,No,No,No,No,Yes,wrong_company,1,0,468338584922c28721047638655e3c260222b2c649622775f4cac35bc6162e86,"New_news_OFI_OFI_news_csv:{""row_number"": 11332}:b69512de7a58",manual_preserve,manual_preserve_v1,New_news/OFI/OFI_news.csv,c266423998389ceb59ce49715045f90b1d181f07327dbdac876a7fc9df14e53c
NEWS_CANDIDATE_070326_2d7066e2,OFI,Oriental Food Industries Holdings Berhad,"Trading ideas: Maybank, Hong Leong Bank, HLFG, Public Bank, Farm Fresh, Hap Seng, Press Metal, Capital A, PPB, IJM, MYEG and Pecca",The Star,2024-02-29,https://www.thestar.com.my/business/business-news/2024/02/29/trading-ideas-maybank-hong-leong-bank-hlfg-public-bank-farm-fresh-hap-seng-press-metal-capital-a-ppb-ijm-myeg-and-pecca,2309,,,,,wrong_company,"Another target company's strong alias appears, but the row ticker's target alias does not.",No,wrong_company,none,No,No,No,No,Yes,wrong_company,1,0,ae534598a122cae190325122583d9b9475fe311384dcd301d2bcef878ab7b613,"New_news_OFI_OFI_news_csv:{""row_number"": 11437}:ce2459ef4936",manual_preserve,manual_preserve_v1,New_news/OFI/OFI_news.csv,c266423998389ceb59ce49715045f90b1d181f07327dbdac876a7fc9df14e53c
NEWS_CANDIDATE_070346_1e4eeb9d,OFI,Oriental Food Industries Holdings Berhad,"Farm Fresh posts higher 3Q net profit, jump in revenue",The Star,2024-02-29,https://www.thestar.com.my/business/business-news/2024/02/29/farm-fresh-posts-higher-3q-net-profit-jump-in-revenue,1997,,,,,wrong_company,"Another target company's strong alias appears, but the row ticker's target alias does not.",No,wrong_company,none,No,No,No,No,Yes,wrong_company,1,0,d639bfec9437ff5122aa4cbace15102f1eea1d1def257851f36ebed26850ed77,"New_news_OFI_OFI_news_csv:{""row_number"": 11457}:4d043e8b570b",manual_preserve,manual_preserve_v1,New_news/OFI/OFI_news.csv,c266423998389ceb59ce49715045f90b1d181f07327dbdac876a7fc9df14e53c
NEWS_CANDIDATE_070359_2035be65,OFI,Oriental Food Industries Holdings Berhad,FBM KLCI ends at intraday low,The Star,2024-02-28,https://www.thestar.com.my/business/business-news/2024/02/28/fbm-klci-ends-at-intraday-low,1326,,,,,wrong_company,"Another target company's strong alias appears, but the row ticker's target alias does not.",No,wrong_company,none,No,No,No,No,Yes,wrong_company,1,0,3e194ec3afe3e97284b9f3def97d79be8709ee4525ff9b1039ac4845b415c180,"New_news_OFI_OFI_news_csv:{""row_number"": 11470}:5a2b5814234a",manual_preserve,manual_preserve_v1,New_news/OFI/OFI_news.csv,c266423998389ceb59ce49715045f90b1d181f07327dbdac876a7fc9df14e53c
NEWS_CANDIDATE_070361_38010464,OFI,Oriental Food Industries Holdings Berhad,"Farm Fresh posts higher 3Q net profit, jump in revenue",The Star,2024-02-28,https://www.thestar.com.my/business/business-news/2024/02/28/farm-fresh-posts-higher-3q-net-profit-jump-in-revenue,1947,,,,,wrong_company,"Another target company's strong alias appears, but the row ticker's target alias does not.",No,wrong_company,none,No,No,No,No,Yes,wrong_company,1,0,adc3c532b6aad8a164f60daea59e7ba13b557e623279f5023b43b9f291a56dd1,"New_news_OFI_OFI_news_csv:{""row_number"": 11472}:4301fa47da37",manual_preserve,manual_preserve_v1,New_news/OFI/OFI_news.csv,c266423998389ceb59ce49715045f90b1d181f07327dbdac876a7fc9df14e53c
NEWS_CANDIDATE_070367_2f4b798e,OFI,Oriental Food Industries Holdings Berhad,Leong Hup shares slide following earnings announcement,The Star,2024-02-28,https://www.thestar.com.my/business/business-news/2024/02/28/leong-hup-shares-slide-following-earnings-announcement,1836,,,,,wrong_company,"Another target company's strong alias appears, but the row ticker's target alias does not.",No,wrong_company,none,No,No,No,No,Yes,wrong_company,1,0,d811294a93e2729f704fbbb037631a466c8105693e0f7d84be696cd8e87d474b,"New_news_OFI_OFI_news_csv:{""row_number"": 11478}:34d8abf55fb6",manual_preserve,manual_preserve_v1,New_news/OFI/OFI_news.csv,c266423998389ceb59ce49715045f90b1d181f07327dbdac876a7fc9df14e53c
NEWS_CANDIDATE_070370_1aa26063,OFI,Oriental Food Industries Holdings Berhad,"Trading ideas: Mah Sing, Unisem, Alliance Bank, MISC, Tenaga, PetGas, Nestle, UOA, MBSB and Heineken",The Star,2024-02-28,https://www.thestar.com.my/business/business-news/2024/02/28/trading-ideas-mah-sing-unisem-alliance-bank-misc-tenaga-petgas-nestle-uoa-mbsb-and-heineken,1620,,,,,wrong_company,"Another target company's strong alias appears, but the row ticker's target alias does not.",No,wrong_company,none,No,No,No,No,Yes,wrong_company,1,0,449fcf0afc98a7eb931d20dcbb668aeb9630d1fde8c38b9ec2759177ee0c8ea0,"New_news_OFI_OFI_news_csv:{""row_number"": 11481}:8b6d9dae0e3a",manual_preserve,manual_preserve_v1,New_news/OFI/OFI_news.csv,c266423998389ceb59ce49715045f90b1d181f07327dbdac876a7fc9df14e53c
NEWS_CANDIDATE_070395_d72e79cb,OFI,Oriental Food Industries Holdings Berhad,FBM KLCI expected to maintain uptrend,The Star,2024-02-28,https://www.thestar.com.my/business/business-news/2024/02/28/fbm-klci-expected-to-maintain-uptrend,1662,,,,,wrong_company,"Another target company's strong alias appears, but the row ticker's target alias does not.",No,wrong_company,none,No,No,No,No,Yes,wrong_company,1,0,4e49dd8d480128c26de178877d8731824ca77b525ee91a7bf26eea59bbba0455,"New_news_OFI_OFI_news_csv:{""row_number"": 11506}:cd70c7f5a9e2",manual_preserve,manual_preserve_v1,New_news/OFI/OFI_news.csv,c266423998389ceb59ce49715045f90b1d181f07327dbdac876a7fc9df14e53c
NEWS_CANDIDATE_070480_22cfaee1,OFI,Oriental Food Industries Holdings Berhad,Record US stock rally under threat from a world in turmoil,The Star,2024-02-19,https://www.thestar.com.my/business/business-news/2024/02/19/record-us-stock-rally-under-threat-from-a-world-in-turmoil,3060,,,,,wrong_company,"Another target company's strong alias appears, but the row ticker's target alias does not.",No,wrong_company,none,No,No,No,No,Yes,wrong_company,1,0,9d3c403e8cc6abfb21cdeb7e5ae9176b35544126b47f3e625c00557f09082e42,"New_news_OFI_OFI_news_csv:{""row_number"": 11591}:75be4e5eacd5",manual_preserve,manual_preserve_v1,New_news/OFI/OFI_news.csv,c266423998389ceb59ce49715045f90b1d181f07327dbdac876a7fc9df14e53c
