document_id,ticker,company_name,title,source_name,publish_date,url,relevance_status,confidence_tier,main_model_include_flag,company_focus_status,suspect_not_company_focused,company_focus_reason,strict_main_sample_include,title_focus_alias_hits,lead_focus_alias_hits,filter_mode,filter_version
NEWS_MSM_2024_06_06_16d8068e4d,MSM,MSM Malaysia Holdings Berhad,"MSM Malaysia to continue managing sugar price hedging, looks forward to new mechanism",The Star,2024-06-06,https://www.thestar.com.my/business/business-news/2024/06/06/msm-malaysia-to-continue-managing-sugar-price-hedging-looks-forward-to-new-mechanism,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,MSM Malaysia,MSM Malaysia,manual_preserve,manual_preserve_v1
NEWS_MSM_2024_05_23_2dda81547f,MSM,MSM Malaysia Holdings Berhad,MSM Malaysia registers 1Q net profit of RM41.71mil on improved margins,The Star,2024-05-23,https://www.thestar.com.my/business/business-news/2024/05/23/msm-malaysia-registers-1q-net-profit-of-rm4171mil-on-improved-margins,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,MSM Malaysia,MSM Malaysia,manual_preserve,manual_preserve_v1
NEWS_MSM_2024_04_04_648fba36a4,MSM,MSM Malaysia Holdings Berhad,MSM on track for sweeter bottom line,The Star,2024-04-04,https://www.thestar.com.my/business/business-news/2024/04/04/msm-on-track-for-sweeter-bottom-line,high_confidence_company_news,high,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,MSM Malaysia,manual_preserve,manual_preserve_v1
NEWS_MSM_2024_03_21_a984e37e6d,MSM,MSM Malaysia Holdings Berhad,Lack of refinement in sugar policy,The Star,2024-03-21,https://www.thestar.com.my/news/nation/2024/03/21/lack-of-refinement-in-sugar-policy,low_confidence_company_news,low,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,MSM Malaysia,manual_preserve,manual_preserve_v1
NEWS_MSM_2024_03_20_79c58f6fd3,MSM,MSM Malaysia Holdings Berhad,Govt acknowledges providing incentives to sugar producer after stopping sugar subsidies,The Star,2024-03-20,https://www.thestar.com.my/news/nation/2024/03/20/govt-acknowledges-providing-incentives-to-sugar-producer-after-stopping-sugar-subsidies,low_confidence_company_news,low,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,MSM Malaysia,manual_preserve,manual_preserve_v1
NEWS_MSM_2024_02_28_5730d0c5ba,MSM,MSM Malaysia Holdings Berhad,"Quit flip-flopping on sugar policies, Dr Wee tells govt",The Star,2024-02-28,https://www.thestar.com.my/news/nation/2024/02/28/quit-flip-flopping-on-sugar-policies-dr-wee-tells-govt,low_confidence_company_news,low,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,MSM Malaysia Holdings Berhad|MSM Malaysia,manual_preserve,manual_preserve_v1
NEWS_NESTLE_2025_10_30_6eec010fdf,NESTLE,Nestle Malaysia Berhad,Cautious optimism outlines 3Q results season,The Star,2025-10-30,https://www.thestar.com.my/business/business-news/2025/10/30/cautious-optimism-outlines-3q-results-season,high_confidence_company_news,high,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,Nestle,manual_preserve,manual_preserve_v1
NEWS_NESTLE_2025_07_24_73ef3c058a,NESTLE,Nestle Malaysia Berhad,Strong sales momentum underpins Nestle Malaysia's higher bottomline in 2Q,The Star,2025-07-24,https://www.thestar.com.my/business/business-news/2025/07/24/strong-sales-momentum-underpins-nestle-malaysia039s-higher-bottomline-in-2q,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,Nestle|Nestle Malaysia,Nestle|Nestle Malaysia|Nestlé,manual_preserve,manual_preserve_v1
NEWS_NESTLE_2025_03_21_999afd3b0d,NESTLE,Nestle Malaysia Berhad,Nestle Malaysia holds groundbreaking for RM250mil logistics hub in Port Klang,The Star,2025-03-21,https://www.thestar.com.my/business/business-news/2025/03/21/nestle-malaysia-holds-groundbreaking-for-rm250mil-logistics-hub-in-port-klang,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,Nestle|Nestle Malaysia,Nestle|Nestle Malaysia|Nestlé Malaysia|Nestlé,manual_preserve,manual_preserve_v1
NEWS_NESTLE_2024_12_18_40df1b49c4,NESTLE,Nestle Malaysia Berhad,"Red Crescent distributes flood aid to over 6,000 families nationwide",The Star,2024-12-18,https://www.thestar.com.my/news/nation/2024/12/18/red-crescent-distributes-flood-aid-to-over-6000-families-nationwide,low_confidence_company_news,low,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,Nestle|Nestle Malaysia,manual_preserve,manual_preserve_v1
