document_id,doc_type,include_flag,stock_code,ticker,company_name,report_year,extraction_status,text_path,source_path,source_file_sha256,notes
MDA_3255_HEIM_2020,mda,Yes,3255,HEIM,Heineken,2020,success,02_extracted_text/mda/MDA_3255_HEIM_2020.txt,01_raw_annual_reports/3255_HEIM_HEINEKEN_MALAYSIA_BERHAD/2020/3255_HEIM_AR_2020_part1.pdf; 01_raw_annual_reports/3255_HEIM_HEINEKEN_MALAYSIA_BERHAD/2020/3255_HEIM_AR_2020_part2.pdf,3255_HEIM_AR_2020_part1.pdf:61e966daddf5cc2faab0f852e2b8e302971f252b3bc31f626ad9876847e81ae7; 3255_HEIM_AR_2020_part2.pdf:e51a3ddef20f2c573cdc7d1502d868da7b18d7414403e7b95efd6f0c1b42f074,detected_heading=Management Discussion & Analysis; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=67167
MDA_3255_HEIM_2021,mda,Yes,3255,HEIM,Heineken,2021,success,02_extracted_text/mda/MDA_3255_HEIM_2021.txt,01_raw_annual_reports/3255_HEIM_HEINEKEN_MALAYSIA_BERHAD/2021/3255_HEIM_AR_2021_part1.pdf; 01_raw_annual_reports/3255_HEIM_HEINEKEN_MALAYSIA_BERHAD/2021/3255_HEIM_AR_2021_part2.pdf,3255_HEIM_AR_2021_part1.pdf:dab83610f6786c1169a55e8e06213ac8b712df5c9b4051955941f29c4dc0580d; 3255_HEIM_AR_2021_part2.pdf:5d835e069bdca457bb4041d1f115d1404db6f7bb284c9bdc4a12642a926fec8d,detected_heading=Management Discussion & Analysis; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=69166
MDA_3255_HEIM_2022,mda,Yes,3255,HEIM,Heineken,2022,success,02_extracted_text/mda/MDA_3255_HEIM_2022.txt,01_raw_annual_reports/3255_HEIM_HEINEKEN_MALAYSIA_BERHAD/2022/3255_HEIM_AR_2022_part1.pdf; 01_raw_annual_reports/3255_HEIM_HEINEKEN_MALAYSIA_BERHAD/2022/3255_HEIM_AR_2022_part2.pdf; 01_raw_annual_reports/3255_HEIM_HEINEKEN_MALAYSIA_BERHAD/2022/3255_HEIM_AR_2022_part3.pdf,3255_HEIM_AR_2022_part1.pdf:40b4d30bb238c0b2f9f5b74368f650b0b8cf1f5f753e534fa828d87ad2448ea7; 3255_HEIM_AR_2022_part2.pdf:97b81f59c13323182705eaeb887d0e1aea606ba75157e778f3598fdbfce0b073; 3255_HEIM_AR_2022_part3.pdf:12b49f4e79d2b0896a2bd29d4141e71d66a3680743528e427cb8356ac6c794a0,detected_heading=Management Discussion & Analysis; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=33869
MDA_3255_HEIM_2023,mda,Yes,3255,HEIM,Heineken,2023,success,02_extracted_text/mda/MDA_3255_HEIM_2023.txt,01_raw_annual_reports/3255_HEIM_HEINEKEN_MALAYSIA_BERHAD/2023/3255_HEIM_AR_2023_part1.pdf; 01_raw_annual_reports/3255_HEIM_HEINEKEN_MALAYSIA_BERHAD/2023/3255_HEIM_AR_2023_part2.pdf; 01_raw_annual_reports/3255_HEIM_HEINEKEN_MALAYSIA_BERHAD/2023/3255_HEIM_AR_2023_part3.pdf,3255_HEIM_AR_2023_part1.pdf:b25560088f9e8b46566fb8cd822b04886fa0e1880a2fbf96cea6d61642dc5b68; 3255_HEIM_AR_2023_part2.pdf:4c212c6e376d656f55204f5c2d788371d5dc7eb18342e2afe15dc8c4dd63f2b2; 3255_HEIM_AR_2023_part3.pdf:b7d312b776312f4402b850ccbbfc707eb71f23e39a137e5a18e9424c4f1696ba,detected_heading=Management Discussion & Analysis; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=58020
MDA_3255_HEIM_2024,mda,Yes,3255,HEIM,Heineken,2024,success,02_extracted_text/mda/MDA_3255_HEIM_2024.txt,01_raw_annual_reports/3255_HEIM_HEINEKEN_MALAYSIA_BERHAD/2024/3255_HEIM_AR_2024_part1.pdf; 01_raw_annual_reports/3255_HEIM_HEINEKEN_MALAYSIA_BERHAD/2024/3255_HEIM_AR_2024_part2.pdf,3255_HEIM_AR_2024_part1.pdf:b4206be91fe0a4baabf7473057da0cd39b53d738e6fab29e64fd4318f39bb2bb; 3255_HEIM_AR_2024_part2.pdf:84ec53e13afbc1a4ef15f037f15401c4ce33cb06be153cc334cfee37b05a2fc7,detected_heading=Management Discussion & Analysis; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=42158
MDA_3662_MFLOUR_2020,mda,Yes,3662,MFLOUR,MFM,2020,success,02_extracted_text/mda/MDA_3662_MFLOUR_2020.txt,01_raw_annual_reports/3662_MFLOUR_MALAYAN_FLOUR_MILLS_BERHAD/2020/3662_MFLOUR_AR_2020_part1.pdf; 01_raw_annual_reports/3662_MFLOUR_MALAYAN_FLOUR_MILLS_BERHAD/2020/3662_MFLOUR_AR_2020_part2.pdf; 01_raw_annual_reports/3662_MFLOUR_MALAYAN_FLOUR_MILLS_BERHAD/2020/3662_MFLOUR_AR_2020_part3.pdf,3662_MFLOUR_AR_2020_part1.pdf:3878522a4f76293946dca0eb75d8c25cafffa6b326b2e27a2c919db564d2a18c; 3662_MFLOUR_AR_2020_part2.pdf:c4f3a1f01a7ab8d1a4e33a81696aae145f124bb8c03fdef59b92fcc234c72ea4; 3662_MFLOUR_AR_2020_part3.pdf:45ad1da035758aeb60199787840b4934257e0b9147ba23052c445c7627831ae6,detected_heading=MANAGEMENT DISCUSSION AND ANALYSIS; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=6600.0
MDA_3662_MFLOUR_2021,mda,Yes,3662,MFLOUR,MFM,2021,success,02_extracted_text/mda/MDA_3662_MFLOUR_2021.txt,01_raw_annual_reports/3662_MFLOUR_MALAYAN_FLOUR_MILLS_BERHAD/2021/3662_MFLOUR_AR_2021_part1.pdf; 01_raw_annual_reports/3662_MFLOUR_MALAYAN_FLOUR_MILLS_BERHAD/2021/3662_MFLOUR_AR_2021_part2.pdf; 01_raw_annual_reports/3662_MFLOUR_MALAYAN_FLOUR_MILLS_BERHAD/2021/3662_MFLOUR_AR_2021_part3.pdf,3662_MFLOUR_AR_2021_part1.pdf:f3af9ed5acbc129ec35d9c0fbf5be2706c03b10c15ea74e4c8882cd4033752c9; 3662_MFLOUR_AR_2021_part2.pdf:372bdbaf620b844060bbf8f8542c17745524604ae1393ad65d6af4d841af2677; 3662_MFLOUR_AR_2021_part3.pdf:327c3e7912b997edf99d2d5d5f1b6348cf3b4a713fe7c4ff0e12bd661843ab33,detected_heading=MANAGEMENT DISCUSSION AND ANALYSIS; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=5690
MDA_3662_MFLOUR_2022,mda,Yes,3662,MFLOUR,MFM,2022,success,02_extracted_text/mda/MDA_3662_MFLOUR_2022.txt,01_raw_annual_reports/3662_MFLOUR_MALAYAN_FLOUR_MILLS_BERHAD/2022/3662_MFLOUR_AR_2022_part1.pdf; 01_raw_annual_reports/3662_MFLOUR_MALAYAN_FLOUR_MILLS_BERHAD/2022/3662_MFLOUR_AR_2022_part2.pdf; 01_raw_annual_reports/3662_MFLOUR_MALAYAN_FLOUR_MILLS_BERHAD/2022/3662_MFLOUR_AR_2022_part3.pdf,3662_MFLOUR_AR_2022_part1.pdf:efbc86053dd3f8af388291e2d8b8813b02964690e46d8f693b605460c7c7a1a6; 3662_MFLOUR_AR_2022_part2.pdf:21f8a1e7f03bdd061c702b9e88a01c2dbb4a88051d41ec524cd556e16f0933b1; 3662_MFLOUR_AR_2022_part3.pdf:8540fd1a2163da2614d3f3a91b99a169cfe7dad0f7c32371738b8283ce622c5a,detected_heading=MANAGEMENT DISCUSSION AND ANALYSIS; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=9751
MDA_3662_MFLOUR_2023,mda,Yes,3662,MFLOUR,MFM,2023,success,02_extracted_text/mda/MDA_3662_MFLOUR_2023.txt,01_raw_annual_reports/3662_MFLOUR_MALAYAN_FLOUR_MILLS_BERHAD/2023/3662_MFLOUR_AR_2023_part1.pdf; 01_raw_annual_reports/3662_MFLOUR_MALAYAN_FLOUR_MILLS_BERHAD/2023/3662_MFLOUR_AR_2023_part2.pdf,3662_MFLOUR_AR_2023_part1.pdf:9bef73ac3a10e4b6acba7ea0446acfd613f730ad6ef9a46d2d92c2c637099c0e; 3662_MFLOUR_AR_2023_part2.pdf:31253ad7ee6d16a1a3bd6873ee84ec922dc8c541c5f2f839c7939ddcd5ee5557,detected_heading=MANAGEMENT DISCUSSION AND ANALYSIS; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=15441
MDA_3662_MFLOUR_2024,mda,Yes,3662,MFLOUR,MFM,2024,success,02_extracted_text/mda/MDA_3662_MFLOUR_2024.txt,01_raw_annual_reports/3662_MFLOUR_MALAYAN_FLOUR_MILLS_BERHAD/2024/3662_MFLOUR_AR_2024_part1.pdf; 01_raw_annual_reports/3662_MFLOUR_MALAYAN_FLOUR_MILLS_BERHAD/2024/3662_MFLOUR_AR_2024_part2.pdf; 01_raw_annual_reports/3662_MFLOUR_MALAYAN_FLOUR_MILLS_BERHAD/2024/3662_MFLOUR_AR_2024_part3.pdf; 01_raw_annual_reports/3662_MFLOUR_MALAYAN_FLOUR_MILLS_BERHAD/2024/3662_MFLOUR_AR_2024_part4.pdf,3662_MFLOUR_AR_2024_part1.pdf:41dddf8c830cfd4c463194bf4de4efae1718ce8302bd642635586b6559ca3f2d; 3662_MFLOUR_AR_2024_part2.pdf:672e91ce90add2775cfb1f72df59d342ff442ea92af696b9c2af53c57053b332; 3662_MFLOUR_AR_2024_part3.pdf:766642b591966e1e05c8f2cd109d29c3f7b14a370d5d8ac4910b7ecf3ef3532c; 3662_MFLOUR_AR_2024_part4.pdf:ed9d936a11a35b87b6cccd4ab5ee951042a9f51eab9121b6789214ef9afcaf58,detected_heading=Management Discussion and Analysis; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=11822
MDA_3689_FN_2020,mda,Yes,3689,FN,FNHB,2020,success,02_extracted_text/mda/MDA_3689_FN_2020.txt,01_raw_annual_reports/3689_F_AND_N_FRASER_AND_NEAVE_HOLDINGS_BHD/2020/3689_F_AND_N_AR_2020_part1.pdf; 01_raw_annual_reports/3689_F_AND_N_FRASER_AND_NEAVE_HOLDINGS_BHD/2020/3689_F_AND_N_AR_2020_part2.pdf,3689_F_AND_N_AR_2020_part1.pdf:f2cbc1030c3ade11fe0f13c68f3ca046be849b86072d884b46e4011a020234c6; 3689_F_AND_N_AR_2020_part2.pdf:d4b0ba48443706c82fe6646ace8420d361391f1e3df8178abb8816f6d163add3,detected_heading=BUSINESS REVIEW:; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=31114.0
MDA_3689_FN_2021,mda,Yes,3689,FN,FNHB,2021,success,02_extracted_text/mda/MDA_3689_FN_2021.txt,01_raw_annual_reports/3689_F_AND_N_FRASER_AND_NEAVE_HOLDINGS_BHD/2021/3689_F_AND_N_AR_2021_part1.pdf; 01_raw_annual_reports/3689_F_AND_N_FRASER_AND_NEAVE_HOLDINGS_BHD/2021/3689_F_AND_N_AR_2021_part2.pdf,3689_F_AND_N_AR_2021_part1.pdf:ac77d475bb49a1adb523fd8ffabe05e6fdc9fb7ec6ae88ea556e865beb767010; 3689_F_AND_N_AR_2021_part2.pdf:ef1c7c8fb4e14de263aaa493fc183bd51aa217eec73209585ec0b8bae9e3314a,detected_heading=Management Discussion & Analysis; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=77451.0
MDA_3689_FN_2022,mda,Yes,3689,FN,FNHB,2022,success,02_extracted_text/mda/MDA_3689_FN_2022.txt,01_raw_annual_reports/3689_F_AND_N_FRASER_AND_NEAVE_HOLDINGS_BHD/2022/3689_F_AND_N_AR_2022_part1.pdf; 01_raw_annual_reports/3689_F_AND_N_FRASER_AND_NEAVE_HOLDINGS_BHD/2022/3689_F_AND_N_AR_2022_part2.pdf,3689_F_AND_N_AR_2022_part1.pdf:b1dd6a3e492503fceb749a173a88868b61d6ddba08b317e51173fc6d3df2bd44; 3689_F_AND_N_AR_2022_part2.pdf:0466cbee15032d9af6ef052acd794c1b28bda7cf1443afaeafe25f5e52f845ad,detected_heading=Management Discussion & Analysis; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=69829.0
MDA_3689_FN_2023,mda,Yes,3689,FN,FNHB,2023,success,02_extracted_text/mda/MDA_3689_FN_2023.txt,01_raw_annual_reports/3689_F_AND_N_FRASER_AND_NEAVE_HOLDINGS_BHD/2023/3689_F_AND_N_AR_2023_part1.pdf; 01_raw_annual_reports/3689_F_AND_N_FRASER_AND_NEAVE_HOLDINGS_BHD/2023/3689_F_AND_N_AR_2023_part2.pdf,3689_F_AND_N_AR_2023_part1.pdf:f8474b6cbe0801220a6fe29241717c05f98a44d9d476844212614a2402c47722; 3689_F_AND_N_AR_2023_part2.pdf:a822370fa03b80ca234aab285bff24737ee84a85513089604ea7f735b1e462d2,detected_heading=MANAGEMENT DISCUSSION & ANALYSIS; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=31909.0
MDA_4065_PPB_2020,mda,Yes,4065,PPB,PPB,2020,success,02_extracted_text/mda/MDA_4065_PPB_2020.txt,01_raw_annual_reports/4065_PPB_PPB_GROUP_BERHAD/2020/4065_PPB_AR_2020_part1.pdf; 01_raw_annual_reports/4065_PPB_PPB_GROUP_BERHAD/2020/4065_PPB_AR_2020_part2.pdf; 01_raw_annual_reports/4065_PPB_PPB_GROUP_BERHAD/2020/4065_PPB_AR_2020_part3.pdf,4065_PPB_AR_2020_part1.pdf:d43bba2d3d3d640f41b1a5c04f9fc6f7f18767f45843fd9e1bd9922172d7999f; 4065_PPB_AR_2020_part2.pdf:81341077e9fe56564eb305a5cafdce2e7327f385198a1e4550b16d9a3b218c4f; 4065_PPB_AR_2020_part3.pdf:a56f1702b6662233aa304e31cae17c3ce2cfd148167a24ab30e89b180c80d794,detected_heading=Financial Review; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=11688.0
MDA_4065_PPB_2021,mda,Yes,4065,PPB,PPB,2021,success,02_extracted_text/mda/MDA_4065_PPB_2021.txt,01_raw_annual_reports/4065_PPB_PPB_GROUP_BERHAD/2021/4065_PPB_AR_2021_part1.pdf; 01_raw_annual_reports/4065_PPB_PPB_GROUP_BERHAD/2021/4065_PPB_AR_2021_part2.pdf,4065_PPB_AR_2021_part1.pdf:a89af2bba7fba8797e42a4e1cf0306237b224ef27cac1156ecd934a10a7468db; 4065_PPB_AR_2021_part2.pdf:e6c62f8dfe9dc1a3a4ab93e909dc6faae837e49990a490cf2cd365c302a1083b,detected_heading=Annual Report for a more detailed management discussion and analysis; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=33087
MDA_4065_PPB_2022,mda,Yes,4065,PPB,PPB,2022,success,02_extracted_text/mda/MDA_4065_PPB_2022.txt,01_raw_annual_reports/4065_PPB_PPB_GROUP_BERHAD/2022/4065_PPB_AR_2022_part1.pdf; 01_raw_annual_reports/4065_PPB_PPB_GROUP_BERHAD/2022/4065_PPB_AR_2022_part2.pdf; 01_raw_annual_reports/4065_PPB_PPB_GROUP_BERHAD/2022/4065_PPB_AR_2022_part3.pdf,4065_PPB_AR_2022_part1.pdf:f01b087ee634b2c466e468b640a1ab90743573a33b361dc7b9e8d294d3fecb7d; 4065_PPB_AR_2022_part2.pdf:2736eea6470eb7339f5e96c13183f390f6d55100921320a8b73edaf8315e51c9; 4065_PPB_AR_2022_part3.pdf:90c1a61b1896ce409afd46ad4ef98ed49108aabc9ce8678285a79d3c39e93ce1,detected_heading=Managing director's review / Performance Review; section_type_norm=FUNCTIONAL_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=29214
MDA_4065_PPB_2023,mda,Yes,4065,PPB,PPB,2023,success,02_extracted_text/mda/MDA_4065_PPB_2023.txt,01_raw_annual_reports/4065_PPB_PPB_GROUP_BERHAD/2023/4065_PPB_AR_2023_part1.pdf; 01_raw_annual_reports/4065_PPB_PPB_GROUP_BERHAD/2023/4065_PPB_AR_2023_part2.pdf,4065_PPB_AR_2023_part1.pdf:bf9575495597662b0c327da76fcea3a47f02f3b5d728d4e6470719dfabd6ef93; 4065_PPB_AR_2023_part2.pdf:52bcb34b87ed368bdccf9c63861ce6694cb8e692399613141fd5f086fa5f109d,detected_heading=Managing director's review / Group Financial Performance; section_type_norm=FUNCTIONAL_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=29186
MDA_4065_PPB_2024,mda,Yes,4065,PPB,PPB,2024,success,02_extracted_text/mda/MDA_4065_PPB_2024.txt,01_raw_annual_reports/4065_PPB_PPB_GROUP_BERHAD/2024/4065_PPB_AR_2024_part1.pdf; 01_raw_annual_reports/4065_PPB_PPB_GROUP_BERHAD/2024/4065_PPB_AR_2024_part2.pdf,4065_PPB_AR_2024_part1.pdf:c76aa7bfdb48f5dbfe44c3f4a846c24ce893358331a70fcd38f4c6aa869bc9c7; 4065_PPB_AR_2024_part2.pdf:4443ea64f59dd4859ba7732ecd3e872f6e771029af9c4f494e800be823501f93,detected_heading=PERFORMANCE REVIEW; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=4021.0
MDA_4707_NESTLE_2020,mda,Yes,4707,NESTLE,Nestle Malaysia Berhad,2020,success,02_extracted_text/mda/MDA_4707_NESTLE_2020.txt,01_raw_annual_reports/4707_NESTLE_NESTLE_MALAYSIA_BERHAD/2020/4707_NESTLE_AR_2020.pdf,4707_NESTLE_AR_2020.pdf:a9f5c62b6edf4d6274bee1bcfecded9c2cd15dda9714c8a09c3b1efbf01e7644,detected_heading=Management Discussion & Analysis; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=19000.0
MDA_4707_NESTLE_2021,mda,Yes,4707,NESTLE,Nestle Malaysia Berhad,2021,success,02_extracted_text/mda/MDA_4707_NESTLE_2021.txt,01_raw_annual_reports/4707_NESTLE_NESTLE_MALAYSIA_BERHAD/2021/4707_NESTLE_AR_2021.pdf,4707_NESTLE_AR_2021.pdf:d95e0bfade791c0958b91de6bdf9faee2d938f650d7080e3884b4855d2e99ec3,detected_heading=Management Discussion and Analysis; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=13304
MDA_4707_NESTLE_2022,mda,Yes,4707,NESTLE,Nestle Malaysia Berhad,2022,success,02_extracted_text/mda/MDA_4707_NESTLE_2022.txt,01_raw_annual_reports/4707_NESTLE_NESTLE_MALAYSIA_BERHAD/2022/4707_NESTLE_AR_2022.pdf,4707_NESTLE_AR_2022.pdf:5bbf3f8d92826385155374200e6786da1922770475214e8e9589f46601b9ffd7,detected_heading=Management Discussion and Analysis; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=13050
MDA_4707_NESTLE_2023,mda,Yes,4707,NESTLE,Nestle Malaysia Berhad,2023,success,02_extracted_text/mda/MDA_4707_NESTLE_2023.txt,01_raw_annual_reports/4707_NESTLE_NESTLE_MALAYSIA_BERHAD/2023/4707_NESTLE_AR_2023.pdf,4707_NESTLE_AR_2023.pdf:009b5f618a6f92e17f75654402260b6a79ae3a1db06c4152ea62a3dc4e6d983e,detected_heading=Management Discussion and Analysis; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=8384
MDA_4707_NESTLE_2024,mda,Yes,4707,NESTLE,Nestle Malaysia Berhad,2024,success,02_extracted_text/mda/MDA_4707_NESTLE_2024.txt,01_raw_annual_reports/4707_NESTLE_NESTLE_MALAYSIA_BERHAD/2024/4707_NESTLE_AR_2024.pdf,4707_NESTLE_AR_2024.pdf:d3a78c30c3a5be7fb12a7181de929d968461953c65424c94780f643f0c895fdd,detected_heading=Management Discussion and Analysis; section_type_norm=STRICT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=21340
MDA_5008_HARISON_2021,mda,Yes,5008,HARISON,Harrisons Holdings (Malaysia) Berhad - 2020,2021,success,02_extracted_text/mda/MDA_5008_HARISON_2021.txt,01_raw_annual_reports_source_remediation/5008_HARISON_2021_source_remediated_part1_8838da65.pdf; 01_raw_annual_reports_source_remediation/5008_HARISON_2021_source_remediated_part2_96dc310f.pdf,5008_HARISON_2021_source_remediated_part1_8838da65.pdf:8838da65452239d516cf8e1656be5602ee796572f1468add50acb6a246955396; 5008_HARISON_2021_source_remediated_part2_96dc310f.pdf:96dc310ff4608be76045b356dd3fa6961d254066c89cb7c0812d0d641a6c73ad,detected_heading=Performance Review; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=7496
MDA_5008_HARISON_2022,mda,Yes,5008,HARISON,Harrisons Holdings (Malaysia) Berhad - 2020,2022,success,02_extracted_text/mda/MDA_5008_HARISON_2022.txt,01_raw_annual_reports/5008_HARISON_HARRISONS_HOLDINGS_MALAYSIA_BERHAD_2020/2022/5008_HARISON_AR_2022.pdf,5008_HARISON_AR_2022.pdf:e77e10d266be559345cc20f68682086d4272c7d77d2494e340d7e4ed9effa74f,detected_heading=MANAGEMENT DISCUSSION AND ANALYSIS; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=6250
MDA_5008_HARISON_2023,mda,Yes,5008,HARISON,Harrisons Holdings (Malaysia) Berhad - 2020,2023,success,02_extracted_text/mda/MDA_5008_HARISON_2023.txt,01_raw_annual_reports/5008_HARISON_HARRISONS_HOLDINGS_MALAYSIA_BERHAD_2020/2023/5008_HARISON_AR_2023.pdf,5008_HARISON_AR_2023.pdf:04865d33250af7d805dec0addfa49e15f285c075276c19fb43b8d1a6c662800a,detected_heading=MANAGEMENT DISCUSSION AND ANALYSIS; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=8688
MDA_5008_HARISON_2024,mda,Yes,5008,HARISON,Harrisons Holdings (Malaysia) Berhad - 2020,2024,success,02_extracted_text/mda/MDA_5008_HARISON_2024.txt,01_raw_annual_reports/5008_HARISON_HARRISONS_HOLDINGS_MALAYSIA_BERHAD_2020/2024/5008_HARISON_AR_2024.pdf,5008_HARISON_AR_2024.pdf:40470db627ffd8e22d8cdf987a76cbbb5be5f91b4a725bd7115d9c561638af06,detected_heading=MANAGEMENT DISCUSSION AND ANALYSIS; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=8894
MDA_5102_GCB_2020,mda,Yes,5102,GCB,GCB,2020,success,02_extracted_text/mda/MDA_5102_GCB_2020.txt,01_raw_annual_reports/5102_GCB_GUAN_CHONG_BERHAD/2020/5102_GCB_AR_2020.pdf,5102_GCB_AR_2020.pdf:787a80e2132e2bb53120f5be7c1a0300b82ae2c9cd6b5cb4caeafd00bf0471a1,detected_heading=Management Discussion & Analysis; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=15506
MDA_5102_GCB_2021,mda,Yes,5102,GCB,GCB,2021,success,02_extracted_text/mda/MDA_5102_GCB_2021.txt,01_raw_annual_reports/5102_GCB_GUAN_CHONG_BERHAD/2021/5102_GCB_AR_2021.pdf,5102_GCB_AR_2021.pdf:62d398adf62613edb34e0094eee57044aa69515b4e874a866d205cfdeeff4b5b,detected_heading=Management Discussion & Analysis; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=102235
MDA_5102_GCB_2022,mda,Yes,5102,GCB,GCB,2022,success,02_extracted_text/mda/MDA_5102_GCB_2022.txt,01_raw_annual_reports/5102_GCB_GUAN_CHONG_BERHAD/2022/5102_GCB_AR_2022_part1.pdf; 01_raw_annual_reports/5102_GCB_GUAN_CHONG_BERHAD/2022/5102_GCB_AR_2022_part2.pdf; 01_raw_annual_reports/5102_GCB_GUAN_CHONG_BERHAD/2022/5102_GCB_AR_2022_part3.pdf,5102_GCB_AR_2022_part1.pdf:e004f66cd46c451787fc912362405fe56fb373d28280b45630f01a5a08d5430d; 5102_GCB_AR_2022_part2.pdf:53207545b0ac49a47391412ac4b9b8f201a03c6acf13a7db69e42c38c9f24506; 5102_GCB_AR_2022_part3.pdf:47c71080fa16cac3db6545429e23a5e7d7326b268c901adc6d9692c035be1e17,detected_heading=Management Discussion & Analysis; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=69891
MDA_5102_GCB_2023,mda,Yes,5102,GCB,GCB,2023,success,02_extracted_text/mda/MDA_5102_GCB_2023.txt,01_raw_annual_reports/5102_GCB_GUAN_CHONG_BERHAD/2023/5102_GCB_AR_2023_part1.pdf; 01_raw_annual_reports/5102_GCB_GUAN_CHONG_BERHAD/2023/5102_GCB_AR_2023_part2.pdf,5102_GCB_AR_2023_part1.pdf:ec289f02fdb13e3ef16fadfa5607270c769f35de9bc5c48291f5c6bb011e6575; 5102_GCB_AR_2023_part2.pdf:ff2498d2a2b056605f98b7795c344ea28440b4a5750354c3302832a6a7476d7b,detected_heading=MANAGEMENT DISCUSSION & ANALYSIS; section_type_norm=STRICT_OR_STRONG_EQUIVALENT_MDA; confidence=HIGH; codex_final_status=CODEX_FINAL_PASS; char_count=75621
